receipt_number,invoice_number,amount_paid,payment_date,payment_mode,remarks
RCP/2024-25/011947,INV/2024-25/013826,3000,08-07-2024,CASH,
RCP/2024-25/011948,INV/2024-25/013827,3000,14-08-2024,CASH,
RCP/2024-25/011954,INV/2024-25/013835,6000,22-04-2024,UPI,
RCP/2024-25/011964,INV/2024-25/013848,3000,02-11-2024,CASH,
RCP/2024-25/011966,INV/2024-25/013851,3000,20-02-2025,UPI,
RCP/2024-25/011972,INV/2024-25/013859,3000,22-04-2024,ONLINE,
RCP/2024-25/011990,INV/2024-25/013881,3000,08-08-2024,UPI,
RCP/2024-25/011996,INV/2024-25/013887,3000,02-02-2025,BANK_TRANSFER,
RCP/2024-25/011997,INV/2024-25/013888,3000,21-03-2025,BANK_TRANSFER,
RCP/2024-25/012010,INV/2024-25/013904,3000,04-01-2025,CASH,
RCP/2024-25/012012,INV/2024-25/013906,3000,16-03-2025,CHEQUE,
RCP/2024-25/012016,INV/2024-25/013910,1000,23-04-2024,CASH,
RCP/2024-25/012017,INV/2024-25/013911,375,14-04-2024,CASH,
RCP/2024-25/012021,INV/2024-25/013917,3000,19-08-2024,UPI,
RCP/2024-25/012032,INV/2024-25/013930,375,13-10-2024,CASH,
RCP/2024-25/012038,INV/2024-25/013936,3000,08-09-2024,CASH,
RCP/2024-25/012040,INV/2024-25/013938,3000,17-11-2024,UPI,
RCP/2024-25/012050,INV/2024-25/013948,375,21-10-2024,UPI,
RCP/2024-25/012054,INV/2024-25/013955,3000,05-10-2024,CHEQUE,
RCP/2024-25/012055,INV/2024-25/013956,3000,18-11-2024,ONLINE,
RCP/2024-25/012057,INV/2024-25/013959,3000,08-02-2025,BANK_TRANSFER,
RCP/2024-25/012071,INV/2024-25/013976,3000,01-01-2025,CASH,
RCP/2024-25/012081,INV/2024-25/013991,3000,11-10-2024,BANK_TRANSFER,
RCP/2024-25/012087,INV/2024-25/013997,6000,16-04-2024,UPI,
RCP/2024-25/012097,INV/2024-25/014010,3000,20-11-2024,BANK_TRANSFER,
RCP/2024-25/012100,INV/2024-25/014014,3000,05-03-2025,UPI,
RCP/2024-25/012108,INV/2024-25/014022,3000,26-05-2024,CASH,
RCP/2024-25/012114,INV/2024-25/014029,3000,05-12-2024,UPI,
RCP/2024-25/012118,INV/2024-25/014033,6000,16-04-2024,CHEQUE,
RCP/2024-25/012119,INV/2024-25/014034,1000,20-04-2024,CASH,
RCP/2024-25/012122,INV/2024-25/014037,375,22-04-2024,ONLINE,
RCP/2024-25/012128,INV/2024-25/014045,3000,14-10-2024,CASH,
RCP/2024-25/012129,INV/2024-25/014047,3000,04-12-2024,ONLINE,
RCP/2024-25/012134,INV/2024-25/014054,1000,20-04-2024,UPI,
RCP/2024-25/012136,INV/2024-25/014056,375,16-10-2024,CASH,
RCP/2024-25/012146,INV/2024-25/014070,1000,14-04-2024,UPI,
RCP/2024-25/012153,INV/2024-25/014077,3000,17-06-2024,BANK_TRANSFER,
RCP/2024-25/012155,INV/2024-25/014079,3000,15-08-2024,CASH,
RCP/2024-25/012158,INV/2024-25/014084,3000,03-01-2025,UPI,
RCP/2024-25/012161,INV/2024-25/014087,6000,18-04-2024,ONLINE,
RCP/2024-25/012167,INV/2024-25/014094,3000,26-05-2024,UPI,
RCP/2024-25/012172,INV/2024-25/014100,3000,21-11-2024,UPI,
RCP/2024-25/012175,INV/2024-25/014103,3000,20-02-2025,CASH,
RCP/2024-25/012191,INV/2024-25/014121,3000,19-02-2025,UPI,
RCP/2024-25/012197,INV/2024-25/014127,375,21-04-2024,CASH,
RCP/2024-25/012198,INV/2024-25/014130,3000,07-05-2024,CHEQUE,
RCP/2024-25/012203,INV/2024-25/014138,3000,20-01-2025,CASH,
RCP/2024-25/012212,INV/2024-25/014148,3000,08-05-2024,CHEQUE,
RCP/2024-25/012214,INV/2024-25/014150,3000,11-07-2024,CHEQUE,
RCP/2024-25/012219,INV/2024-25/014156,3000,10-01-2025,CASH,
RCP/2024-25/012222,INV/2024-25/014159,6000,16-04-2024,CASH,
RCP/2024-25/012224,INV/2024-25/014161,500,17-04-2024,CASH,
RCP/2024-25/012226,INV/2024-25/014164,375,13-10-2024,ONLINE,
RCP/2024-25/012229,INV/2024-25/014167,3000,22-06-2024,UPI,
RCP/2024-25/012240,INV/2024-25/014179,500,14-04-2024,UPI,
RCP/2024-25/012242,INV/2024-25/014181,375,16-04-2024,CHEQUE,
RCP/2024-25/012245,INV/2024-25/014184,3000,10-05-2024,BANK_TRANSFER,
RCP/2024-25/012251,INV/2024-25/014191,3000,20-12-2024,CASH,
RCP/2024-25/012254,INV/2024-25/014194,3000,05-03-2025,CASH,
RCP/2024-25/012256,INV/2024-25/014198,1000,15-04-2024,UPI,
RCP/2024-25/012258,INV/2024-25/014200,375,22-10-2024,CASH,
RCP/2024-25/012273,INV/2024-25/014217,500,20-04-2024,UPI,
RCP/2024-25/012280,INV/2024-25/014224,4000,08-09-2024,CASH,
RCP/2024-25/012281,INV/2024-25/014225,4000,20-10-2024,CASH,
RCP/2024-25/012285,INV/2024-25/014231,8000,25-04-2024,CHEQUE,
RCP/2024-25/012296,INV/2024-25/014245,4000,10-12-2024,CASH,
RCP/2024-25/012299,INV/2024-25/014248,4000,08-03-2025,CASH,
RCP/2024-25/012301,INV/2024-25/014250,2000,19-04-2024,ONLINE,
RCP/2024-25/012313,INV/2024-25/014266,4000,07-03-2025,ONLINE,
RCP/2024-25/012316,INV/2024-25/014269,1000,23-04-2024,UPI,
RCP/2024-25/012317,INV/2024-25/014270,1500,23-04-2024,CASH,
RCP/2024-25/012319,INV/2024-25/014272,500,19-10-2024,UPI,
RCP/2024-25/012320,INV/2024-25/014273,4000,13-04-2024,CHEQUE,
RCP/2024-25/012322,INV/2024-25/014275,4000,16-06-2024,BANK_TRANSFER,
RCP/2024-25/012323,INV/2024-25/014276,4000,05-07-2024,CASH,
RCP/2024-25/012332,INV/2024-25/014286,2000,20-04-2024,CHEQUE,
RCP/2024-25/012350,INV/2024-25/014309,4000,13-04-2024,CASH,
RCP/2024-25/012357,INV/2024-25/014317,4000,11-12-2024,BANK_TRANSFER,
RCP/2024-25/012360,INV/2024-25/014320,4000,20-03-2025,UPI,
RCP/2024-25/012369,INV/2024-25/014329,4000,20-06-2024,UPI,
RCP/2024-25/012371,INV/2024-25/014331,4000,24-08-2024,CASH,
RCP/2024-25/012374,INV/2024-25/014334,4000,07-11-2024,CHEQUE,
RCP/2024-25/012377,INV/2024-25/014337,4000,04-02-2025,BANK_TRANSFER,
RCP/2024-25/012379,INV/2024-25/014339,8000,15-04-2024,CHEQUE,
RCP/2024-25/012380,INV/2024-25/014340,2000,24-04-2024,CASH,
RCP/2024-25/012384,INV/2024-25/014344,500,22-10-2024,CASH,
RCP/2024-25/012399,INV/2024-25/014362,500,22-10-2024,CASH,
RCP/2024-25/012406,INV/2024-25/014370,4000,06-11-2024,CASH,
RCP/2024-25/012421,INV/2024-25/014385,4000,09-08-2024,CASH,
RCP/2024-25/012427,INV/2024-25/014391,4000,10-02-2025,ONLINE,
RCP/2024-25/012428,INV/2024-25/014392,4000,08-03-2025,CASH,
RCP/2024-25/012430,INV/2024-25/014394,2000,25-04-2024,CHEQUE,
RCP/2024-25/012431,INV/2024-25/014395,1000,20-04-2024,UPI,
RCP/2024-25/012444,INV/2024-25/014408,4000,01-01-2025,UPI,
RCP/2024-25/012461,INV/2024-25/014426,4000,19-01-2025,CHEQUE,
RCP/2024-25/012470,INV/2024-25/014435,4000,25-04-2024,BANK_TRANSFER,
RCP/2024-25/012471,INV/2024-25/014436,4000,22-05-2024,UPI,
RCP/2024-25/012487,INV/2024-25/014453,4000,12-04-2024,UPI,
RCP/2024-25/012490,INV/2024-25/014456,4000,17-07-2024,CASH,
RCP/2024-25/012491,INV/2024-25/014457,4000,22-08-2024,UPI,
RCP/2024-25/012495,INV/2024-25/014461,4000,06-12-2024,CASH,
RCP/2024-25/012499,INV/2024-25/014468,1500,13-04-2024,CHEQUE,
RCP/2024-25/012507,INV/2024-25/014476,4000,10-09-2024,UPI,
RCP/2024-25/012508,INV/2024-25/014477,4000,10-10-2024,UPI,
RCP/2024-25/012509,INV/2024-25/014478,4000,22-11-2024,CASH,
RCP/2024-25/012530,INV/2024-25/014503,1000,14-04-2024,CHEQUE,
RCP/2024-25/012533,INV/2024-25/014506,500,17-10-2024,UPI,
RCP/2024-25/012537,INV/2024-25/014511,4000,23-08-2024,CASH,
RCP/2024-25/012542,INV/2024-25/014517,4000,17-02-2025,CHEQUE,
RCP/2024-25/012545,INV/2024-25/014522,1500,21-04-2024,CHEQUE,
RCP/2024-25/012552,INV/2024-25/014530,4000,17-09-2024,ONLINE,
RCP/2024-25/012553,INV/2024-25/014531,4000,06-10-2024,ONLINE,
RCP/2024-25/012557,INV/2024-25/014535,4000,18-02-2025,UPI,
RCP/2024-25/012558,INV/2024-25/014536,4000,02-03-2025,UPI,
RCP/2024-25/012564,INV/2024-25/014542,500,16-10-2024,UPI,
RCP/2024-25/012565,INV/2024-25/014543,4000,26-04-2024,ONLINE,
RCP/2024-25/012566,INV/2024-25/014544,4000,15-05-2024,UPI,
RCP/2024-25/012567,INV/2024-25/014545,4000,07-06-2024,ONLINE,
RCP/2024-25/012576,INV/2024-25/014555,8000,23-04-2024,UPI,
RCP/2024-25/012584,INV/2024-25/014564,4000,20-07-2024,UPI,
RCP/2024-25/012590,INV/2024-25/014573,8000,13-04-2024,BANK_TRANSFER,
RCP/2024-25/012599,INV/2024-25/014583,4000,17-08-2024,BANK_TRANSFER,
RCP/2024-25/012604,INV/2024-25/014588,4000,21-01-2025,CHEQUE,
RCP/2024-25/012608,INV/2024-25/014592,2000,15-04-2024,UPI,
RCP/2024-25/012612,INV/2024-25/014596,500,21-10-2024,ONLINE,
RCP/2024-25/012613,INV/2024-25/014597,4000,23-04-2024,UPI,
RCP/2024-25/012625,INV/2024-25/014610,2000,25-04-2024,CHEQUE,
RCP/2024-25/012632,INV/2024-25/014617,4000,09-06-2024,CASH,
RCP/2024-25/012654,INV/2024-25/014642,4000,18-01-2025,CASH,
RCP/2024-25/012659,INV/2024-25/014648,1500,23-04-2024,UPI,
RCP/2024-25/012667,INV/2024-25/014659,4000,16-12-2024,CHEQUE,
RCP/2024-25/012668,INV/2024-25/014660,4000,14-01-2025,ONLINE,
RCP/2024-25/012684,INV/2024-25/014679,4000,14-02-2025,UPI,
RCP/2024-25/012686,INV/2024-25/014681,8000,25-04-2024,UPI,
RCP/2024-25/012687,INV/2024-25/014682,2000,18-04-2024,CASH,
RCP/2024-25/012693,INV/2024-25/014688,4000,24-05-2024,CASH,
RCP/2024-25/012694,INV/2024-25/014689,4000,13-06-2024,UPI,
RCP/2024-25/012698,INV/2024-25/014694,4000,21-11-2024,UPI,
RCP/2024-25/012703,INV/2024-25/014699,8000,23-04-2024,UPI,
RCP/2024-25/012710,INV/2024-25/014707,4000,18-06-2024,CHEQUE,
RCP/2024-25/012712,INV/2024-25/014710,4000,20-09-2024,BANK_TRANSFER,
RCP/2024-25/012717,INV/2024-25/014717,8000,13-04-2024,CASH,
RCP/2024-25/012720,INV/2024-25/014720,1500,18-04-2024,ONLINE,
RCP/2024-25/012727,INV/2024-25/014727,4000,22-08-2024,UPI,
RCP/2024-25/012733,INV/2024-25/014733,4000,13-02-2025,UPI,
RCP/2024-25/012734,INV/2024-25/014734,4000,02-03-2025,CHEQUE,
RCP/2024-25/012738,INV/2024-25/014738,1500,25-04-2024,UPI,
RCP/2024-25/012739,INV/2024-25/014739,500,20-04-2024,CHEQUE,
RCP/2024-25/012741,INV/2024-25/014742,4000,22-05-2024,CASH,
RCP/2024-25/012746,INV/2024-25/014748,4000,19-11-2024,CASH,
RCP/2024-25/012747,INV/2024-25/014749,4000,04-12-2024,UPI,
RCP/2024-25/012753,INV/2024-25/014755,1000,22-04-2024,ONLINE,
RCP/2024-25/012755,INV/2024-25/014757,500,26-04-2024,CASH,
RCP/2024-25/012762,INV/2024-25/014766,4000,03-11-2024,CHEQUE,
RCP/2024-25/012767,INV/2024-25/014772,2000,18-04-2024,CASH,
RCP/2024-25/012769,INV/2024-25/014774,1500,13-04-2024,CHEQUE,
RCP/2024-25/012774,INV/2024-25/014779,4000,20-06-2024,UPI,
RCP/2024-25/012781,INV/2024-25/014788,4000,16-03-2025,UPI,
RCP/2024-25/012786,INV/2024-25/014793,500,15-04-2024,UPI,
RCP/2024-25/012790,INV/2024-25/014798,4000,05-07-2024,UPI,
RCP/2024-25/012791,INV/2024-25/014800,4000,11-09-2024,UPI,
RCP/2024-25/012799,INV/2024-25/014810,1500,13-04-2024,BANK_TRANSFER,
RCP/2024-25/012804,INV/2024-25/014816,4000,22-07-2024,ONLINE,
RCP/2024-25/012810,INV/2024-25/014825,8000,23-04-2024,BANK_TRANSFER,
RCP/2024-25/012811,INV/2024-25/014826,2000,25-04-2024,CHEQUE,
RCP/2024-25/012821,INV/2024-25/014839,4000,13-12-2024,UPI,
RCP/2024-25/012827,INV/2024-25/014846,1500,23-04-2024,UPI,
RCP/2024-25/012828,INV/2024-25/014847,500,15-04-2024,UPI,
RCP/2024-25/012836,INV/2024-25/014856,4000,11-11-2024,UPI,
RCP/2024-25/012839,INV/2024-25/014860,4000,17-03-2025,BANK_TRANSFER,
RCP/2024-25/012846,INV/2024-25/014870,4000,19-07-2024,CASH,
RCP/2024-25/012847,INV/2024-25/014872,4000,18-09-2024,CASH,
RCP/2024-25/012848,INV/2024-25/014873,4000,06-10-2024,BANK_TRANSFER,
RCP/2024-25/012853,INV/2024-25/014878,4000,21-03-2025,UPI,
RCP/2024-25/012854,INV/2024-25/014879,8000,14-04-2024,UPI,
RCP/2024-25/012856,INV/2024-25/014882,1500,19-04-2024,CASH,
RCP/2024-25/012859,INV/2024-25/014885,4000,26-04-2024,BANK_TRANSFER,
RCP/2024-25/012867,INV/2024-25/014896,4000,04-03-2025,CASH,
RCP/2024-25/012868,INV/2024-25/014897,8000,20-04-2024,UPI,
RCP/2024-25/012876,INV/2024-25/014905,4000,19-06-2024,CASH,
RCP/2024-25/012878,INV/2024-25/014907,4000,21-08-2024,CASH,
RCP/2024-25/012881,INV/2024-25/014911,4000,07-12-2024,ONLINE,
RCP/2024-25/012884,INV/2024-25/014914,4000,14-03-2025,CASH,
RCP/2024-25/012890,INV/2024-25/014920,500,12-10-2024,UPI,
RCP/2024-25/012896,INV/2024-25/014926,4000,04-09-2024,UPI,
RCP/2024-25/012897,INV/2024-25/014927,4000,17-10-2024,CASH,
RCP/2024-25/012902,INV/2024-25/014933,8000,14-04-2024,CASH,
RCP/2024-25/012910,INV/2024-25/014942,4000,07-07-2024,UPI,
RCP/2024-25/012925,INV/2024-25/014962,4000,13-09-2024,ONLINE,
RCP/2024-25/012931,INV/2024-25/014968,4000,18-03-2025,UPI,
RCP/2024-25/012933,INV/2024-25/014970,2000,15-04-2024,CASH,
RCP/2024-25/012934,INV/2024-25/014971,1000,21-04-2024,CASH,
RCP/2024-25/012941,INV/2024-25/014978,4000,06-07-2024,UPI,
RCP/2024-25/012943,INV/2024-25/014981,4000,05-10-2024,UPI,
RCP/2024-25/012946,INV/2024-25/014984,4000,18-01-2025,BANK_TRANSFER,
RCP/2024-25/012951,INV/2024-25/014990,1500,16-04-2024,CHEQUE,
RCP/2024-25/012954,INV/2024-25/014993,4000,09-04-2024,CHEQUE,
RCP/2024-25/012959,INV/2024-25/014999,4000,07-10-2024,CASH,
RCP/2024-25/012960,INV/2024-25/015000,4000,08-11-2024,ONLINE,
RCP/2024-25/012961,INV/2024-25/015001,4000,22-12-2024,CASH,
RCP/2024-25/012964,INV/2024-25/015004,4000,03-03-2025,BANK_TRANSFER,
RCP/2024-25/012971,INV/2024-25/015012,4000,24-05-2024,BANK_TRANSFER,
RCP/2024-25/012979,INV/2024-25/015023,8000,16-04-2024,CASH,
RCP/2024-25/012984,INV/2024-25/015028,500,19-10-2024,UPI,
RCP/2024-25/012987,INV/2024-25/015032,4000,19-07-2024,CASH,
RCP/2024-25/012989,INV/2024-25/015034,4000,03-09-2024,CASH,
RCP/2024-25/013003,INV/2024-25/015051,4000,16-08-2024,BANK_TRANSFER,
RCP/2024-25/013011,INV/2024-25/015059,8000,18-04-2024,CHEQUE,
RCP/2024-25/013012,INV/2024-25/015060,2000,17-04-2024,ONLINE,
RCP/2024-25/013015,INV/2024-25/015063,500,24-04-2024,CHEQUE,
RCP/2024-25/013022,INV/2024-25/015072,4000,13-11-2024,BANK_TRANSFER,
RCP/2024-25/013025,INV/2024-25/015075,4000,05-02-2025,ONLINE,
RCP/2024-25/013034,INV/2024-25/015084,4000,26-05-2024,CASH,
RCP/2024-25/013037,INV/2024-25/015087,4000,24-08-2024,CASH,
RCP/2024-25/013044,INV/2024-25/015096,2000,26-04-2024,UPI,
RCP/2024-25/013047,INV/2024-25/015099,500,23-04-2024,UPI,
RCP/2024-25/013054,INV/2024-25/015107,4000,08-10-2024,BANK_TRANSFER,
RCP/2024-25/013061,INV/2024-25/015116,1500,14-04-2024,UPI,
RCP/2024-25/013062,INV/2024-25/015117,500,21-04-2024,CASH,
RCP/2024-25/013069,INV/2024-25/015125,4000,05-10-2024,UPI,
RCP/2024-25/013078,INV/2024-25/015136,500,19-10-2024,UPI,
RCP/2024-25/013079,INV/2024-25/015137,4000,12-04-2024,BANK_TRANSFER,
RCP/2024-25/013081,INV/2024-25/015139,4000,15-06-2024,UPI,
RCP/2024-25/013082,INV/2024-25/015141,4000,09-08-2024,CASH,
RCP/2024-25/013084,INV/2024-25/015143,4000,03-10-2024,ONLINE,
RCP/2024-25/013091,INV/2024-25/015151,1000,16-04-2024,BANK_TRANSFER,
RCP/2024-25/013092,INV/2024-25/015152,1500,17-04-2024,CASH,
RCP/2024-25/013093,INV/2024-25/015153,500,18-04-2024,CASH,
RCP/2024-25/013104,INV/2024-25/015167,8000,22-04-2024,BANK_TRANSFER,
RCP/2024-25/013108,INV/2024-25/015171,500,20-04-2024,CASH,
RCP/2024-25/013113,INV/2024-25/015177,4000,10-08-2024,UPI,
RCP/2024-25/013127,INV/2024-25/015193,4000,07-06-2024,CASH,
RCP/2024-25/013129,INV/2024-25/015195,4000,24-08-2024,CASH,
RCP/2024-25/013135,INV/2024-25/015202,4000,19-03-2025,CASH,
RCP/2024-25/013139,INV/2024-25/015207,500,20-04-2024,ONLINE,
RCP/2024-25/013145,INV/2024-25/015213,4000,16-08-2024,CHEQUE,
RCP/2024-25/013149,INV/2024-25/015217,4000,14-12-2024,CASH,
RCP/2024-25/013150,INV/2024-25/015218,4000,17-01-2025,CASH,
RCP/2024-25/013151,INV/2024-25/015219,4000,17-02-2025,UPI,
RCP/2024-25/013152,INV/2024-25/015220,4000,21-03-2025,UPI,
RCP/2024-25/013157,INV/2024-25/015225,500,22-04-2024,CASH,
RCP/2024-25/013159,INV/2024-25/015227,4000,08-04-2024,BANK_TRANSFER,
RCP/2024-25/013162,INV/2024-25/015232,4000,11-09-2024,UPI,
RCP/2024-25/013163,INV/2024-25/015233,4000,12-10-2024,CASH,
RCP/2024-25/013166,INV/2024-25/015236,4000,21-01-2025,ONLINE,
RCP/2024-25/013171,INV/2024-25/015242,1500,17-04-2024,CHEQUE,
RCP/2024-25/013177,INV/2024-25/015249,4000,05-08-2024,CASH,
RCP/2024-25/013178,INV/2024-25/015250,4000,08-09-2024,CASH,
RCP/2024-25/013179,INV/2024-25/015252,4000,10-11-2024,CASH,
RCP/2024-25/013183,INV/2024-25/015256,4000,04-03-2025,ONLINE,
RCP/2024-25/013184,INV/2024-25/015257,8000,17-04-2024,BANK_TRANSFER,
RCP/2024-25/013190,INV/2024-25/015263,4000,16-04-2024,UPI,
RCP/2024-25/013200,INV/2024-25/015276,2000,26-04-2024,UPI,
RCP/2024-25/013211,INV/2024-25/015290,4000,04-01-2025,CASH,
RCP/2024-25/013216,INV/2024-25/015295,1000,22-04-2024,UPI,
RCP/2024-25/013218,INV/2024-25/015297,500,19-04-2024,CASH,
RCP/2024-25/013219,INV/2024-25/015298,500,23-10-2024,BANK_TRANSFER,
RCP/2024-25/013229,INV/2024-25/015309,4000,04-02-2025,BANK_TRANSFER,
RCP/2024-25/013233,INV/2024-25/015315,500,15-04-2024,CASH,
RCP/2024-25/013234,INV/2024-25/015316,500,14-10-2024,CASH,
RCP/2024-25/013236,INV/2024-25/015318,4000,20-05-2024,CASH,
RCP/2024-25/013248,INV/2024-25/015332,1500,24-04-2024,ONLINE,
RCP/2024-25/013249,INV/2024-25/015333,500,25-04-2024,CHEQUE,
RCP/2024-25/013250,INV/2024-25/015334,500,22-10-2024,CHEQUE,
RCP/2024-25/013254,INV/2024-25/015340,4000,15-09-2024,UPI,
RCP/2024-25/013255,INV/2024-25/015341,4000,13-10-2024,UPI,
RCP/2024-25/013256,INV/2024-25/015342,4000,05-11-2024,ONLINE,
RCP/2024-25/013257,INV/2024-25/015343,4000,06-12-2024,CASH,
RCP/2024-25/013259,INV/2024-25/015345,4000,10-02-2025,UPI,
RCP/2024-25/013260,INV/2024-25/015346,4000,08-03-2025,BANK_TRANSFER,
RCP/2024-25/013261,INV/2024-25/015347,8000,20-04-2024,UPI,
RCP/2024-25/013265,INV/2024-25/015351,500,13-04-2024,BANK_TRANSFER,
RCP/2024-25/013272,INV/2024-25/015362,4000,20-01-2025,CHEQUE,
RCP/2024-25/013276,INV/2024-25/015367,1000,26-04-2024,CASH,
RCP/2024-25/013279,INV/2024-25/015370,500,14-10-2024,CHEQUE,
RCP/2024-25/013280,INV/2024-25/015372,4000,06-05-2024,CASH,
RCP/2024-25/013284,INV/2024-25/015376,4000,22-09-2024,CASH,
RCP/2024-25/013285,INV/2024-25/015377,4000,04-10-2024,CASH,
RCP/2024-25/013291,INV/2024-25/015385,1000,19-04-2024,CASH,
RCP/2024-25/013298,INV/2024-25/015393,4000,12-08-2024,BANK_TRANSFER,
RCP/2024-25/013306,INV/2024-25/015401,8000,26-04-2024,CHEQUE,
RCP/2024-25/013313,INV/2024-25/015408,4000,22-05-2024,UPI,
RCP/2024-25/013316,INV/2024-25/015411,4000,23-08-2024,CHEQUE,
RCP/2024-25/013319,INV/2024-25/015417,4000,09-02-2025,UPI,
RCP/2024-25/013321,INV/2024-25/015419,8000,25-04-2024,UPI,
RCP/2024-25/013324,INV/2024-25/015422,1500,13-04-2024,UPI,
RCP/2024-25/013329,INV/2024-25/015428,4000,24-07-2024,UPI,
RCP/2024-25/013332,INV/2024-25/015433,4000,02-12-2024,UPI,
RCP/2024-25/013336,INV/2024-25/015438,2000,20-04-2024,CASH,
RCP/2024-25/013337,INV/2024-25/015439,1000,14-04-2024,CASH,
RCP/2024-25/013339,INV/2024-25/015441,500,15-04-2024,UPI,
RCP/2024-25/013341,INV/2024-25/015444,4000,25-05-2024,CASH,
RCP/2024-25/013342,INV/2024-25/015445,4000,16-06-2024,UPI,
RCP/2024-25/013347,INV/2024-25/015452,4000,12-01-2025,BANK_TRANSFER,
RCP/2024-25/013352,INV/2024-25/015458,1500,24-04-2024,CASH,
RCP/2024-25/013360,INV/2024-25/015467,4000,14-10-2024,UPI,
RCP/2024-25/013366,INV/2024-25/015474,2000,20-04-2024,UPI,
RCP/2024-25/013369,INV/2024-25/015477,500,20-04-2024,UPI,
RCP/2024-25/013373,INV/2024-25/015481,4000,09-06-2024,CHEQUE,
RCP/2024-25/013375,INV/2024-25/015483,4000,15-08-2024,CASH,
RCP/2024-25/013377,INV/2024-25/015485,4000,06-10-2024,CASH,
RCP/2024-25/013381,INV/2024-25/015489,4000,14-02-2025,ONLINE,
RCP/2024-25/013395,INV/2024-25/015508,4000,04-03-2025,CASH,
RCP/2024-25/013408,INV/2024-25/015523,4000,14-12-2024,ONLINE,
RCP/2024-25/013411,INV/2024-25/015529,1000,18-04-2024,CASH,
RCP/2024-25/013412,INV/2024-25/015530,1500,15-04-2024,CASH,
RCP/2024-25/013414,INV/2024-25/015532,500,11-10-2024,CASH,
RCP/2024-25/013422,INV/2024-25/015541,4000,04-12-2024,UPI,
RCP/2024-25/013436,INV/2024-25/015555,4000,22-08-2024,CASH,
RCP/2024-25/013441,INV/2024-25/015560,4000,09-01-2025,CASH,
RCP/2024-25/013449,INV/2024-25/015568,500,20-10-2024,CASH,
RCP/2024-25/013453,INV/2024-25/015572,4000,10-07-2024,ONLINE,
RCP/2024-25/013461,INV/2024-25/015583,1000,25-04-2024,CASH,
RCP/2024-25/013471,INV/2024-25/015594,4000,04-11-2024,CASH,
RCP/2024-25/013473,INV/2024-25/015597,4000,19-02-2025,CASH,
RCP/2024-25/013478,INV/2024-25/015602,1500,24-04-2024,BANK_TRANSFER,
RCP/2024-25/013479,INV/2024-25/015604,500,20-10-2024,CASH,
RCP/2024-25/013489,INV/2024-25/015615,4000,13-02-2025,UPI,
RCP/2024-25/013492,INV/2024-25/015618,2000,18-04-2024,UPI,
RCP/2024-25/013493,INV/2024-25/015619,1000,24-04-2024,UPI,
RCP/2024-25/013499,INV/2024-25/015625,4000,10-06-2024,ONLINE,
RCP/2024-25/013503,INV/2024-25/015630,4000,14-11-2024,UPI,
RCP/2024-25/013506,INV/2024-25/015633,4000,20-02-2025,CHEQUE,
RCP/2024-25/013509,INV/2024-25/015636,2000,14-04-2024,CHEQUE,
RCP/2024-25/013525,INV/2024-25/015655,1000,24-04-2024,UPI,
RCP/2024-25/013529,INV/2024-25/015659,4000,16-04-2024,CASH,
RCP/2024-25/013530,INV/2024-25/015660,4000,12-05-2024,CASH,
RCP/2024-25/013544,INV/2024-25/015678,4000,12-05-2024,ONLINE,
RCP/2024-25/013547,INV/2024-25/015682,4000,07-09-2024,CHEQUE,
RCP/2024-25/013550,INV/2024-25/015685,4000,14-12-2024,UPI,
RCP/2024-25/013551,INV/2024-25/015686,4000,14-01-2025,ONLINE,
RCP/2024-25/013556,INV/2024-25/015691,1000,20-04-2024,UPI,
RCP/2024-25/013564,INV/2024-25/015699,4000,15-08-2024,UPI,
RCP/2024-25/013570,INV/2024-25/015705,4000,20-02-2025,UPI,
RCP/2024-25/013572,INV/2024-25/015707,8000,21-04-2024,UPI,
RCP/2024-25/013578,INV/2024-25/015715,4000,20-06-2024,BANK_TRANSFER,
RCP/2024-25/013584,INV/2024-25/015721,4000,22-12-2024,UPI,
RCP/2024-25/013587,INV/2024-25/015725,8000,13-04-2024,UPI,
RCP/2024-25/013590,INV/2024-25/015728,1500,14-04-2024,CASH,
RCP/2024-25/013593,INV/2024-25/015731,4000,21-04-2024,UPI,
RCP/2024-25/013596,INV/2024-25/015734,4000,11-07-2024,BANK_TRANSFER,
RCP/2024-25/013607,INV/2024-25/015748,500,10-10-2024,CASH,
RCP/2024-25/013611,INV/2024-25/015752,4000,14-07-2024,UPI,
RCP/2024-25/013612,INV/2024-25/015753,4000,05-08-2024,UPI,
RCP/2024-25/013614,INV/2024-25/015755,4000,20-10-2024,CASH,
RCP/2024-25/013615,INV/2024-25/015756,4000,21-11-2024,CHEQUE,
RCP/2024-25/013616,INV/2024-25/015758,4000,06-01-2025,ONLINE,
RCP/2024-25/013627,INV/2024-25/015770,4000,25-07-2024,UPI,
RCP/2024-25/013631,INV/2024-25/015774,4000,22-11-2024,CASH,
RCP/2024-25/013634,INV/2024-25/015777,4000,07-02-2025,CHEQUE,
RCP/2024-25/013636,INV/2024-25/015779,8000,23-04-2024,UPI,
RCP/2024-25/013641,INV/2024-25/015784,500,21-10-2024,ONLINE,
RCP/2024-25/013643,INV/2024-25/015787,4000,25-06-2024,UPI,
RCP/2024-25/013644,INV/2024-25/015788,4000,11-07-2024,ONLINE,
RCP/2024-25/013648,INV/2024-25/015795,4000,19-02-2025,BANK_TRANSFER,
