invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV/2023-24/005996,STU0340,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2025-26/025411,STU0426,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2023-24/007073,STU0400,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2023-24/007977,STU0450,Library Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/004984,STU0284,Tuition Fee,3000,06-01-2024,27-12-2023,2023-24
INV/2025-26/025622,STU0437,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2023-24/001597,STU0094,Exam Fee,250,16-04-2023,01-04-2023,2023-24
INV/2023-24/002767,STU0161,Tuition Fee,3000,08-10-2023,28-09-2023,2023-24
INV/2024-25/016560,STU0412,Tuition Fee,4000,11-05-2024,01-05-2024,2024-25
INV/2024-25/013612,STU0248,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2025-26/023343,STU0311,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2023-24/003536,STU0204,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2025-26/024708,STU0386,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2024-25/012292,STU0174,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2023-24/005631,STU0320,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2024-25/012967,STU0212,Tuition Fee,3000,07-12-2024,27-11-2024,2024-25
INV/2025-26/020932,STU0177,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2024-25/009393,STU0009,Exam Fee,250,13-10-2024,28-09-2024,2024-25
INV/2024-25/012668,STU0195,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/001780,STU0105,Tuition Fee,2000,06-03-2024,25-02-2024,2023-24
INV/2025-26/019209,STU0081,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2024-25/016859,STU0428,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2023-24/001394,STU0082,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2024-25/017083,STU0441,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2024-25/014457,STU0295,Tuition Fee,4000,09-08-2024,30-07-2024,2024-25
INV/2023-24/004159,STU0238,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2025-26/021339,STU0199,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/002901,STU0168,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/007323,STU0414,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2025-26/021491,STU0208,Tuition Fee,3000,09-08-2025,30-07-2025,2025-26
INV/2025-26/025424,STU0426,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2025-26/018160,STU0022,Tuition Fee,2000,10-06-2025,31-05-2025,2025-26
INV/2024-25/009918,STU0040,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/015935,STU0377,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2025-26/020791,STU0169,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2023-24/002013,STU0119,Tuition Fee,2000,08-10-2023,28-09-2023,2023-24
INV/2024-25/010064,STU0049,Tuition Fee,2000,07-11-2024,28-10-2024,2024-25
INV/2023-24/001782,STU0105,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/005965,STU0339,Tuition Fee,4000,11-04-2023,01-04-2023,2023-24
INV/2023-24/005492,STU0312,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2024-25/015994,STU0380,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2023-24/008580,STU0484,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2025-26/020297,STU0141,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2023-24/006454,STU0366,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2023-24/000302,STU0018,Annual Fee,5000,16-04-2023,01-04-2023,2023-24
INV/2025-26/022410,STU0259,Tuition Fee,4000,08-09-2025,29-08-2025,2025-26
INV/2023-24/001736,STU0103,Tuition Fee,2000,11-05-2023,01-05-2023,2023-24
INV/2025-26/024541,STU0377,Annual Fee,8000,16-04-2025,01-04-2025,2025-26
INV/2025-26/022555,STU0267,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2023-24/007506,STU0424,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2024-25/016823,STU0426,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2025-26/021772,STU0223,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/005367,STU0305,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2025-26/020211,STU0137,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2025-26/023575,STU0324,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/012090,STU0163,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/012063,STU0162,Tuition Fee,3000,09-08-2024,30-07-2024,2024-25
INV/2023-24/007420,STU0419,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2024-25/012510,STU0187,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2025-26/021324,STU0198,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2023-24/007390,STU0418,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2023-24/002609,STU0152,Tuition Fee,3000,05-02-2024,26-01-2024,2023-24
INV/2024-25/011384,STU0124,Tuition Fee,3000,06-01-2025,27-12-2024,2024-25
INV/2025-26/023718,STU0331,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2024-25/015154,STU0333,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2025-26/021037,STU0183,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2023-24/007723,STU0436,Annual Fee,8000,16-04-2023,01-04-2023,2023-24
INV/2024-25/014941,STU0322,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/001419,STU0084,Tuition Fee,2000,07-11-2023,28-10-2023,2023-24
INV/2023-24/007295,STU0412,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2025-26/018215,STU0025,Tuition Fee,2000,08-10-2025,28-09-2025,2025-26
INV/2025-26/023401,STU0314,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2024-25/017552,STU0467,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2024-25/014774,STU0312,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2024-25/014468,STU0295,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2023-24/004211,STU0241,Tuition Fee,3000,05-02-2024,26-01-2024,2023-24
INV/2025-26/021476,STU0207,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2024-25/013638,STU0249,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/000128,STU0008,Tuition Fee,2000,07-12-2023,27-11-2023,2023-24
INV/2025-26/025201,STU0414,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2023-24/006690,STU0379,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2023-24/006183,STU0351,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2024-25/012343,STU0177,Library Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/025554,STU0433,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2023-24/000883,STU0052,Exam Fee,250,16-04-2023,01-04-2023,2023-24
INV/2024-25/013859,STU0262,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2023-24/006353,STU0360,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2024-25/011299,STU0119,Library Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/018930,STU0065,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2025-26/018493,STU0041,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2025-26/020559,STU0156,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2025-26/019422,STU0093,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2025-26/019831,STU0116,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2023-24/000900,STU0053,Exam Fee,250,16-04-2023,01-04-2023,2023-24
INV/2024-25/012546,STU0189,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2024-25/014362,STU0289,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2025-26/020942,STU0177,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/000470,STU0028,Tuition Fee,2000,05-02-2024,26-01-2024,2023-24
INV/2023-24/004477,STU0256,Tuition Fee,3000,08-10-2023,28-09-2023,2023-24
INV/2023-24/007230,STU0409,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2025-26/024555,STU0378,Tuition Fee,4000,07-12-2025,27-11-2025,2025-26
INV/2023-24/003321,STU0192,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2024-25/014990,STU0324,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/025173,STU0412,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/010836,STU0094,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2023-24/001473,STU0087,Tuition Fee,2000,05-02-2024,26-01-2024,2023-24
INV/2024-25/017275,STU0451,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/003244,STU0187,Sports Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/000538,STU0032,Tuition Fee,2000,05-02-2024,26-01-2024,2023-24
INV/2024-25/010505,STU0075,Tuition Fee,2000,08-10-2024,28-09-2024,2024-25
INV/2023-24/008001,STU0452,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2023-24/004435,STU0254,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/003396,STU0196,Tuition Fee,3000,08-09-2023,29-08-2023,2023-24
INV/2024-25/014231,STU0282,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2023-24/005818,STU0330,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2023-24/004200,STU0240,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2025-26/018890,STU0063,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013368,STU0234,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/011712,STU0142,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/004325,STU0247,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2023-24/005166,STU0294,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2023-24/003408,STU0196,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2023-24/003597,STU0207,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2025-26/018808,STU0059,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2024-25/017295,STU0452,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/023715,STU0331,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013697,STU0253,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2024-25/010238,STU0059,Tuition Fee,2000,07-03-2025,25-02-2025,2024-25
INV/2025-26/024078,STU0351,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2023-24/008896,STU0501,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2024-25/015560,STU0356,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2023-24/002740,STU0159,Sports Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/006337,STU0359,Annual Fee,8000,16-04-2023,01-04-2023,2023-24
INV/2023-24/007484,STU0423,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2023-24/009100,STU0513,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2023-24/002780,STU0162,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2024-25/017023,STU0437,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/003574,STU0206,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2023-24/005219,STU0297,Tuition Fee,3000,05-02-2024,26-01-2024,2023-24
INV/2025-26/019651,STU0106,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2023-24/003245,STU0187,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2025-26/022954,STU0289,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2025-26/023091,STU0297,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2024-25/012324,STU0176,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2025-26/024871,STU0396,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/017746,STU0477,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2024-25/013164,STU0223,Tuition Fee,3000,07-11-2024,28-10-2024,2024-25
INV/2023-24/001666,STU0098,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2024-25/012399,STU0180,Exam Fee,375,16-04-2024,01-04-2024,2024-25
INV/2023-24/005930,STU0337,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2024-25/010656,STU0084,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2023-24/007010,STU0397,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2024-25/013667,STU0251,Tuition Fee,3000,08-10-2024,28-09-2024,2024-25
INV/2025-26/023887,STU0341,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2023-24/002343,STU0137,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/006760,STU0383,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2025-26/021735,STU0221,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/017012,STU0437,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2023-24/003140,STU0182,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2024-25/017002,STU0436,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2023-24/008858,STU0499,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2024-25/016843,STU0427,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/014836,STU0316,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2024-25/017225,STU0449,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2024-25/012446,STU0183,Tuition Fee,3000,06-01-2025,27-12-2024,2024-25
INV/2024-25/016366,STU0401,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2024-25/015408,STU0348,Tuition Fee,4000,11-05-2024,01-05-2024,2024-25
INV/2024-25/015227,STU0338,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2023-24/002414,STU0141,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/002439,STU0143,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2025-26/019050,STU0072,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2023-24/001468,STU0087,Tuition Fee,2000,08-09-2023,29-08-2023,2023-24
INV/2025-26/022298,STU0253,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2025-26/019188,STU0080,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2023-24/007948,STU0449,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2025-26/021395,STU0202,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2025-26/024502,STU0375,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2025-26/024782,STU0391,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2023-24/005299,STU0302,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/000348,STU0021,Tuition Fee,2000,07-11-2023,28-10-2023,2023-24
INV/2024-25/014846,STU0316,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/020554,STU0156,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2024-25/013038,STU0216,Tuition Fee,3000,07-11-2024,28-10-2024,2024-25
INV/2023-24/005910,STU0335,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2024-25/011934,STU0155,Tuition Fee,3000,11-05-2024,01-05-2024,2024-25
INV/2024-25/015777,STU0368,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2023-24/006977,STU0395,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
INV/2023-24/002833,STU0165,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2024-25/012650,STU0194,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2025-26/019785,STU0113,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2024-25/012148,STU0166,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2024-25/014087,STU0274,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2023-24/004935,STU0281,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2025-26/018148,STU0021,Tuition Fee,2000,07-11-2025,28-10-2025,2025-26
INV/2024-25/010539,STU0077,Tuition Fee,2000,08-10-2024,28-09-2024,2024-25
INV/2025-26/018442,STU0038,Annual Fee,5000,16-04-2025,01-04-2025,2025-26
INV/2025-26/021638,STU0216,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2025-26/022793,STU0280,Tuition Fee,4000,05-02-2026,26-01-2026,2025-26
INV/2023-24/002748,STU0160,Tuition Fee,3000,08-09-2023,29-08-2023,2023-24
INV/2024-25/013303,STU0231,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2025-26/020094,STU0130,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2023-24/002270,STU0133,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2024-25/011747,STU0144,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2025-26/017816,STU0001,Exam Fee,250,16-04-2025,01-04-2025,2025-26
INV/2025-26/021459,STU0206,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2023-24/004941,STU0282,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2023-24/000876,STU0052,Tuition Fee,2000,07-12-2023,27-11-2023,2023-24
INV/2025-26/020331,STU0143,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/003009,STU0174,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/000553,STU0033,Tuition Fee,2000,07-12-2023,27-11-2023,2023-24
INV/2023-24/000367,STU0022,Tuition Fee,2000,06-01-2024,27-12-2023,2023-24
INV/2023-24/007716,STU0436,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2024-25/014034,STU0271,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/014156,STU0278,Tuition Fee,3000,06-01-2025,27-12-2024,2024-25
INV/2024-25/015324,STU0343,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2024-25/010727,STU0088,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2023-24/001331,STU0079,Tuition Fee,2000,09-08-2023,30-07-2023,2023-24
INV/2025-26/020782,STU0168,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/017770,STU0479,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2023-24/005928,STU0336,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2024-25/015659,STU0362,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2023-24/007528,STU0425,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2024-25/016043,STU0383,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2024-25/014927,STU0321,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2025-26/019509,STU0098,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2025-26/020008,STU0125,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2025-26/025430,STU0427,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2024-25/014757,STU0311,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/025505,STU0431,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2025-26/022436,STU0260,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2025-26/020220,STU0137,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2025-26/025288,STU0419,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2025-26/024375,STU0368,Tuition Fee,4000,07-12-2025,27-11-2025,2025-26
INV/2023-24/006695,STU0379,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2023-24/002309,STU0135,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2025-26/023054,STU0295,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2024-25/011360,STU0123,Tuition Fee,3000,10-07-2024,30-06-2024,2024-25
INV/2024-25/017058,STU0439,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2025-26/020196,STU0136,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2023-24/006224,STU0353,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2024-25/013301,STU0231,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2024-25/010630,STU0082,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2024-25/015483,STU0352,Tuition Fee,4000,09-08-2024,30-07-2024,2024-25
INV/2025-26/021035,STU0182,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2024-25/016943,STU0433,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2024-25/011025,STU0104,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2024-25/016800,STU0425,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2024-25/013251,STU0228,Tuition Fee,3000,09-08-2024,30-07-2024,2024-25
INV/2024-25/017075,STU0440,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2024-25/011130,STU0110,Tuition Fee,3000,07-11-2024,28-10-2024,2024-25
INV/2024-25/017721,STU0476,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2024-25/015438,STU0349,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2025-26/022947,STU0289,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2023-24/007476,STU0422,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2025-26/021461,STU0206,Tuition Fee,3000,05-02-2026,26-01-2026,2025-26
INV/2023-24/006066,STU0344,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2024-25/015602,STU0358,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2024-25/009674,STU0026,Tuition Fee,2000,07-12-2024,27-11-2024,2024-25
INV/2024-25/010161,STU0055,Tuition Fee,2000,10-06-2024,31-05-2024,2024-25
INV/2023-24/007540,STU0426,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2023-24/007290,STU0412,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2024-25/017612,STU0470,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2024-25/015332,STU0343,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/022857,STU0284,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2023-24/005077,STU0289,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2023-24/006218,STU0353,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2023-24/008254,STU0466,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2025-26/024854,STU0395,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2023-24/008302,STU0468,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2023-24/004817,STU0275,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2025-26/019450,STU0094,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/007070,STU0400,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2025-26/018911,STU0064,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2025-26/020110,STU0131,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2025-26/021950,STU0233,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/003571,STU0206,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2025-26/018755,STU0056,Tuition Fee,3000,09-08-2025,30-07-2025,2025-26
INV/2025-26/023409,STU0314,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013808,STU0259,Tuition Fee,3000,10-07-2024,30-06-2024,2024-25
INV/2025-26/023928,STU0343,Tuition Fee,4000,07-03-2026,25-02-2026,2025-26
INV/2025-26/025570,STU0434,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2024-25/016440,STU0405,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2025-26/023421,STU0315,Tuition Fee,4000,07-12-2025,27-11-2025,2025-26
INV/2023-24/006110,STU0347,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2023-24/003697,STU0213,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/003161,STU0183,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2023-24/007806,STU0441,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2024-25/011933,STU0155,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2025-26/019792,STU0113,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/014041,STU0272,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2023-24/009239,STU0520,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2024-25/016403,STU0403,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2024-25/017685,STU0474,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2024-25/014816,STU0315,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2025-26/024540,STU0377,Tuition Fee,4000,07-03-2026,25-02-2026,2025-26
INV/2023-24/005733,STU0326,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2023-24/001105,STU0065,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2024-25/012359,STU0178,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2024-25/016266,STU0395,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2025-26/019884,STU0118,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2024-25/015256,STU0339,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2023-24/005496,STU0312,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2023-24/006542,STU0371,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2025-26/018411,STU0036,Exam Fee,250,16-04-2025,01-04-2025,2025-26
INV/2023-24/009223,STU0520,Tuition Fee,4000,11-04-2023,01-04-2023,2023-24
INV/2024-25/016790,STU0424,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/025237,STU0416,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
