admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
STU0300,Midterm,HIN6,100,53.6,C,30-07-2024,2024-25
STU0503,Unit Test 2,CS10,100,78.5,B+,28-10-2023,2023-24
STU0416,Midterm,ENG10,100,63.1,B,30-07-2025,2025-26
STU0300,Unit Test 1,ENG5,100,96.3,A+,31-05-2023,2023-24
STU0155,Final,PE3,50,36.7,B+,26-01-2026,2025-26
STU0202,Unit Test 2,ENG3,100,81.3,A,28-10-2023,2023-24
STU0472,Final,CS10,100,79.5,B+,26-01-2025,2024-25
STU0364,Unit Test 2,CS9,100,73.2,B+,28-10-2025,2025-26
STU0300,Midterm,SCI7,100,36.9,F,30-07-2025,2025-26
STU0416,Midterm,SCI9,100,87.0,A,30-07-2024,2024-25
STU0309,Midterm,PE7,50,38.5,B+,30-07-2025,2025-26
STU0444,Unit Test 2,MATH10,100,66.4,B,28-10-2024,2024-25
STU0192,Final,CS3,50,35.4,B+,26-01-2025,2024-25
STU0109,Unit Test 2,TEL2,100,73.2,B+,28-10-2025,2025-26
STU0420,Midterm,SST10,100,77.6,B+,30-07-2025,2025-26
STU0090,Final,PE2,50,38.4,B+,26-01-2026,2025-26
STU0211,Final,SST5,100,49.3,D,26-01-2026,2025-26
STU0287,Midterm,ENG6,100,100.0,A+,30-07-2024,2024-25
STU0278,Final,TEL6,100,59.7,C,26-01-2026,2025-26
STU0200,Unit Test 2,SST2,100,70.9,B+,28-10-2023,2023-24
STU0336,Unit Test 2,PE6,50,47.6,A+,28-10-2023,2023-24
STU0202,Midterm,TEL5,100,65.0,B,30-07-2025,2025-26
STU0208,Final,HIN3,100,91.9,A+,26-01-2024,2023-24
STU0107,Final,TEL1,100,61.7,B,26-01-2025,2024-25
STU0155,Unit Test 2,SCI3,100,62.3,B,28-10-2025,2025-26
STU0107,Final,TELUKG,100,78.2,B+,26-01-2024,2023-24
STU0352,Midterm,MATH8,100,100.0,A+,30-07-2025,2025-26
STU0102,Unit Test 1,MATHUKG,100,64.2,B,31-05-2023,2023-24
STU0351,Unit Test 2,SST7,100,87.4,A,28-10-2024,2024-25
STU0351,Unit Test 1,ART6,50,37.7,B+,31-05-2023,2023-24
STU0158,Midterm,MATH3,100,73.4,B+,30-07-2025,2025-26
STU0491,Final,ART10,50,42.1,A,26-01-2024,2023-24
STU0323,Unit Test 2,SCI7,100,70.9,B+,28-10-2024,2024-25
STU0211,Unit Test 2,SCI5,100,74.1,B+,28-10-2025,2025-26
STU0391,Midterm,CS9,100,49.6,D,30-07-2025,2025-26
STU0065,Midterm,ARTUKG,50,43.6,A,30-07-2024,2024-25
STU0338,Unit Test 1,CS6,100,58.0,C,31-05-2023,2023-24
STU0277,Midterm,SST5,100,86.2,A,30-07-2024,2024-25
STU0159,Midterm,CS2,50,39.8,B+,30-07-2024,2024-25
STU0300,Final,TEL5,100,61.4,B,26-01-2024,2023-24
STU0407,Unit Test 2,MATH8,100,72.6,B+,28-10-2023,2023-24
STU0262,Final,SCI5,100,45.6,D,26-01-2025,2024-25
STU0441,Final,SST9,100,84.8,A,26-01-2024,2023-24
STU0153,Unit Test 2,MATH1,100,39.6,F,28-10-2023,2023-24
STU0111,Final,MATH1,100,54.2,C,26-01-2025,2024-25
STU0247,Final,ART6,50,30.7,B,26-01-2026,2025-26
STU0332,Midterm,HIN7,100,68.9,B,30-07-2024,2024-25
STU0102,Final,CS1,50,37.3,B+,26-01-2025,2024-25
STU0360,Unit Test 2,PE8,50,41.1,A,28-10-2025,2025-26
STU0231,Midterm,SCI5,100,73.1,B+,30-07-2025,2025-26
STU0107,Unit Test 2,SST1,100,62.0,B,28-10-2024,2024-25
STU0515,Unit Test 1,SST10,100,66.6,B,31-05-2023,2023-24
STU0109,Midterm,ENG2,100,80.4,A,30-07-2025,2025-26
STU0360,Unit Test 1,ART7,50,31.2,B,31-05-2024,2024-25
STU0423,Midterm,PE8,50,43.4,A,30-07-2023,2023-24
STU0308,Unit Test 1,PE6,50,19.3,F,31-05-2024,2024-25
STU0277,Unit Test 2,TEL6,100,78.3,B+,28-10-2025,2025-26
STU0287,Midterm,CS7,100,95.0,A+,30-07-2025,2025-26
STU0088,Unit Test 2,SCI2,100,74.7,B+,28-10-2025,2025-26
STU0200,Final,HIN2,100,51.9,C,26-01-2024,2023-24
STU0308,Midterm,ART6,50,36.9,B+,30-07-2024,2024-25
STU0384,Final,SCI9,100,53.9,C,26-01-2026,2025-26
STU0277,Unit Test 1,TEL5,100,81.0,A,31-05-2024,2024-25
STU0384,Unit Test 2,SST8,100,92.2,A+,28-10-2024,2024-25
STU0351,Unit Test 1,TEL7,100,77.5,B+,31-05-2024,2024-25
STU0016,Midterm,EVSUKG,100,68.2,B,30-07-2025,2025-26
STU0359,Unit Test 2,ENG7,100,63.7,B,28-10-2024,2024-25
STU0364,Midterm,SCI8,100,87.6,A,30-07-2024,2024-25
STU0109,Final,EVSUKG,100,69.3,B,26-01-2024,2023-24
STU0390,Unit Test 2,SST9,100,76.6,B+,28-10-2025,2025-26
STU0359,Unit Test 1,ART6,50,35.4,B+,31-05-2023,2023-24
STU0171,Unit Test 2,CS4,50,46.0,A+,28-10-2025,2025-26
STU0309,Final,TEL6,100,73.0,B+,26-01-2025,2024-25
STU0384,Final,ENG7,100,75.7,B+,26-01-2024,2023-24
STU0338,Unit Test 2,SCI6,100,53.9,C,28-10-2023,2023-24
STU0189,Unit Test 2,SCI3,100,80.5,A,28-10-2024,2024-25
STU0192,Final,SCI3,100,86.2,A,26-01-2025,2024-25
STU0097,Unit Test 1,EVSUKG,100,68.8,B,31-05-2023,2023-24
STU0020,Final,TELLKG,100,60.5,B,26-01-2025,2024-25
STU0282,Unit Test 1,HIN7,100,79.9,B+,31-05-2025,2025-26
STU0020,Final,ENGNursery,100,99.8,A+,26-01-2024,2023-24
STU0107,Unit Test 1,MATHUKG,100,64.6,B,31-05-2023,2023-24
STU0328,Final,ART6,50,24.3,D,26-01-2024,2023-24
STU0481,Midterm,ART10,50,50.0,A+,30-07-2023,2023-24
STU0503,Midterm,CS10,100,61.8,B,30-07-2023,2023-24
STU0282,Final,TEL5,100,71.9,B+,26-01-2024,2023-24
STU0407,Unit Test 1,ENG9,100,73.0,B+,31-05-2024,2024-25
STU0192,Final,HIN4,100,68.8,B,26-01-2026,2025-26
STU0132,Final,SST1,100,85.8,A,26-01-2024,2023-24
STU0304,Unit Test 2,PE6,50,38.3,B+,28-10-2024,2024-25
STU0360,Unit Test 1,SCI6,100,96.8,A+,31-05-2023,2023-24
STU0090,Final,HIN1,100,98.7,A+,26-01-2025,2024-25
STU0184,Unit Test 2,SST2,100,66.5,B,28-10-2023,2023-24
STU0381,Unit Test 1,SST9,100,59.5,C,31-05-2025,2025-26
STU0097,Final,CS2,50,33.1,B,26-01-2026,2025-26
STU0332,Final,ENG8,100,56.5,C,26-01-2026,2025-26
STU0300,Unit Test 1,SST7,100,72.0,B+,31-05-2025,2025-26
STU0020,Unit Test 1,MATHNursery,100,69.4,B,31-05-2023,2023-24
STU0360,Final,CS7,100,70.9,B+,26-01-2025,2024-25
STU0441,Unit Test 2,MATH9,100,44.2,D,28-10-2023,2023-24
STU0231,Unit Test 2,MATH4,100,85.2,A,28-10-2024,2024-25
STU0407,Final,ENG9,100,67.7,B,26-01-2025,2024-25
STU0090,Unit Test 1,ENG1,100,49.3,D,31-05-2024,2024-25
STU0323,Final,SST6,100,100.0,A+,26-01-2024,2023-24
STU0165,Midterm,HIN4,100,72.9,B+,30-07-2025,2025-26
STU0262,Unit Test 1,ART6,50,32.9,B,31-05-2025,2025-26
STU0475,Final,HIN10,100,81.7,A,26-01-2025,2024-25
STU0177,Midterm,HIN3,100,48.3,D,30-07-2024,2024-25
STU0381,Unit Test 2,MATH8,100,91.0,A+,28-10-2024,2024-25
STU0196,Unit Test 2,TEL2,100,75.4,B+,28-10-2023,2023-24
STU0161,Unit Test 1,TEL4,100,69.0,B,31-05-2025,2025-26
STU0381,Final,PE7,50,28.2,C,26-01-2024,2023-24
STU0323,Final,SCI6,100,80.1,A,26-01-2024,2023-24
STU0420,Midterm,CS9,100,62.5,B,30-07-2024,2024-25
STU0407,Midterm,ENG8,100,72.4,B+,30-07-2023,2023-24
STU0416,Unit Test 1,TEL9,100,92.9,A+,31-05-2024,2024-25
STU0017,Final,ENGNursery,100,84.3,A,26-01-2024,2023-24
STU0158,Unit Test 2,ENG1,100,100.0,A+,28-10-2023,2023-24
STU0308,Final,CS7,100,76.3,B+,26-01-2026,2025-26
STU0282,Midterm,ENG7,100,85.2,A,30-07-2025,2025-26
STU0093,Unit Test 1,PE1,50,36.8,B+,31-05-2024,2024-25
STU0149,Final,SST3,100,60.9,B,26-01-2026,2025-26
STU0093,Final,SST2,100,79.4,B+,26-01-2026,2025-26
STU0423,Unit Test 2,SCI8,100,65.1,B,28-10-2023,2023-24
STU0360,Final,SST7,100,72.2,B+,26-01-2025,2024-25
STU0132,Unit Test 2,SCI2,100,87.6,A,28-10-2024,2024-25
STU0336,Unit Test 1,CS7,100,100.0,A+,31-05-2024,2024-25
STU0407,Final,SST9,100,88.9,A,26-01-2025,2024-25
STU0360,Unit Test 1,SST8,100,78.5,B+,31-05-2025,2025-26
STU0247,Unit Test 1,SST4,100,51.6,C,31-05-2023,2023-24
STU0177,Unit Test 2,TEL4,100,87.0,A,28-10-2025,2025-26
STU0132,Unit Test 2,MATH3,100,44.9,D,28-10-2025,2025-26
STU0140,Final,CS2,50,41.0,A,26-01-2025,2024-25
STU0196,Unit Test 2,CS4,50,34.8,B,28-10-2025,2025-26
STU0444,Midterm,HIN9,100,90.5,A+,30-07-2023,2023-24
STU0249,Midterm,PE6,50,34.1,B,30-07-2025,2025-26
STU0359,Final,ENG7,100,50.1,C,26-01-2025,2024-25
STU0073,Unit Test 2,EVSUKG,100,41.8,D,28-10-2024,2024-25
STU0446,Unit Test 2,SST10,100,71.6,B+,28-10-2024,2024-25
STU0304,Final,HIN6,100,87.8,A,26-01-2025,2024-25
STU0358,Unit Test 2,PE6,50,35.8,B+,28-10-2023,2023-24
STU0420,Unit Test 1,ENG9,100,75.1,B+,31-05-2024,2024-25
STU0328,Unit Test 2,ENG7,100,70.8,B+,28-10-2024,2024-25
STU0132,Final,CS1,50,27.1,C,26-01-2024,2023-24
STU0159,Midterm,ENG2,100,43.8,D,30-07-2024,2024-25
STU0087,Final,PE1,50,43.5,A,26-01-2025,2024-25
STU0309,Unit Test 2,ENG5,100,60.2,B,28-10-2023,2023-24
STU0024,Midterm,ARTNursery,50,34.1,B,30-07-2023,2023-24
STU0459,Unit Test 1,SST10,100,62.4,B,31-05-2024,2024-25
STU0087,Unit Test 1,SST2,100,67.8,B,31-05-2025,2025-26
STU0095,Unit Test 2,EVSUKG,100,55.5,C,28-10-2023,2023-24
STU0050,Final,ENGLKG,100,84.5,A,26-01-2024,2023-24
STU0024,Unit Test 2,MATHLKG,100,90.4,A+,28-10-2024,2024-25
STU0444,Unit Test 1,HIN10,100,75.7,B+,31-05-2024,2024-25
STU0247,Final,TEL6,100,92.1,A+,26-01-2026,2025-26
STU0357,Unit Test 2,MATH7,100,62.2,B,28-10-2024,2024-25
STU0497,Final,CS10,100,37.2,F,26-01-2024,2023-24
STU0095,Unit Test 1,SCI1,100,98.8,A+,31-05-2024,2024-25
STU0424,Unit Test 1,CS10,100,97.7,A+,31-05-2025,2025-26
STU0491,Final,SCI10,100,70.1,B+,26-01-2024,2023-24
STU0497,Unit Test 1,ART10,50,32.7,B,31-05-2023,2023-24
STU0184,Unit Test 1,CS2,50,36.9,B+,31-05-2023,2023-24
STU0158,Unit Test 2,SST2,100,73.0,B+,28-10-2024,2024-25
STU0139,Unit Test 1,HIN1,100,65.8,B,31-05-2023,2023-24
STU0241,Unit Test 1,ENG4,100,70.9,B+,31-05-2023,2023-24
STU0111,Final,SCI2,100,63.3,B,26-01-2026,2025-26
STU0309,Unit Test 1,TEL7,100,63.3,B,31-05-2025,2025-26
STU0301,Midterm,PE7,50,26.9,C,30-07-2025,2025-26
STU0278,Unit Test 1,PE6,50,27.7,C,31-05-2025,2025-26
STU0356,Midterm,MATH7,100,89.6,A,30-07-2024,2024-25
STU0416,Unit Test 2,PE8,50,32.2,B,28-10-2023,2023-24
STU0065,Unit Test 2,CS1,50,38.4,B+,28-10-2025,2025-26
STU0262,Unit Test 1,HIN5,100,59.9,C,31-05-2024,2024-25
STU0184,Unit Test 1,SCI4,100,78.2,B+,31-05-2025,2025-26
STU0465,Unit Test 2,PE10,50,27.8,C,28-10-2024,2024-25
STU0439,Unit Test 2,MATH8,100,56.4,C,28-10-2023,2023-24
STU0087,Unit Test 1,EVSUKG,100,71.2,B+,31-05-2023,2023-24
STU0202,Unit Test 1,MATH4,100,75.8,B+,31-05-2024,2024-25
STU0090,Unit Test 2,MATHUKG,100,65.7,B,28-10-2023,2023-24
STU0097,Midterm,CS1,50,36.0,B+,30-07-2024,2024-25
STU0323,Unit Test 2,PE8,50,43.8,A,28-10-2025,2025-26
STU0424,Unit Test 1,TEL9,100,74.7,B+,31-05-2024,2024-25
STU0149,Final,PE2,50,42.8,A,26-01-2025,2024-25
STU0050,Unit Test 1,ENG1,100,77.7,B+,31-05-2025,2025-26
STU0247,Unit Test 1,MATH5,100,48.0,D,31-05-2024,2024-25
STU0323,Final,TEL8,100,67.2,B,26-01-2026,2025-26
STU0472,Midterm,ART10,50,33.1,B,30-07-2024,2024-25
STU0231,Midterm,TEL5,100,77.4,B+,30-07-2025,2025-26
STU0459,Unit Test 1,SCI9,100,76.8,B+,31-05-2023,2023-24
STU0184,Final,PE4,50,29.1,C,26-01-2026,2025-26
STU0308,Midterm,TEL5,100,78.2,B+,30-07-2023,2023-24
STU0283,Unit Test 2,CS5,50,35.8,B+,28-10-2023,2023-24
STU0309,Unit Test 1,SCI6,100,63.1,B,31-05-2024,2024-25
STU0309,Unit Test 1,TEL5,100,67.3,B,31-05-2023,2023-24
STU0300,Unit Test 1,TEL6,100,58.8,C,31-05-2024,2024-25
STU0037,Final,ARTUKG,50,18.9,F,26-01-2026,2025-26
STU0087,Final,TELUKG,100,90.1,A+,26-01-2024,2023-24
STU0357,Unit Test 1,SCI7,100,60.6,B,31-05-2024,2024-25
STU0107,Final,EVSUKG,100,77.1,B+,26-01-2024,2023-24
STU0439,Unit Test 1,CS10,100,74.5,B+,31-05-2025,2025-26
STU0107,Unit Test 1,SST1,100,80.4,A,31-05-2024,2024-25
STU0475,Unit Test 1,CS9,100,43.5,D,31-05-2023,2023-24
STU0360,Midterm,ART8,50,40.6,A,30-07-2025,2025-26
STU0140,Final,SST2,100,51.4,C,26-01-2025,2024-25
STU0390,Midterm,MATH8,100,49.9,D,30-07-2024,2024-25
STU0189,Midterm,SST2,100,63.5,B,30-07-2023,2023-24
STU0320,Midterm,MATH5,100,97.5,A+,30-07-2023,2023-24
STU0020,Unit Test 2,HINNursery,100,77.8,B+,28-10-2023,2023-24
STU0358,Final,SCI6,100,70.8,B+,26-01-2024,2023-24
STU0102,Final,HIN2,100,53.9,C,26-01-2026,2025-26
STU0139,Unit Test 1,CS2,50,24.3,D,31-05-2024,2024-25
STU0366,Midterm,SCI8,100,58.1,C,30-07-2024,2024-25
STU0407,Unit Test 1,HIN8,100,91.6,A+,31-05-2023,2023-24
STU0139,Unit Test 2,PE2,50,30.5,B,28-10-2024,2024-25
STU0247,Midterm,SCI4,100,57.5,C,30-07-2023,2023-24
STU0153,Midterm,MATH3,100,84.9,A,30-07-2025,2025-26
STU0359,Unit Test 2,TEL7,100,79.0,B+,28-10-2024,2024-25
STU0111,Final,MATH2,100,53.6,C,26-01-2026,2025-26
STU0065,Unit Test 1,HINUKG,100,56.5,C,31-05-2024,2024-25
STU0357,Final,PE8,50,24.9,D,26-01-2026,2025-26
STU0158,Unit Test 2,MATH1,100,71.9,B+,28-10-2023,2023-24
STU0278,Final,HIN4,100,55.4,C,26-01-2024,2023-24
STU0109,Midterm,MATH1,100,69.1,B,30-07-2024,2024-25
STU0087,Final,ARTUKG,50,34.8,B,26-01-2024,2023-24
STU0351,Midterm,MATH7,100,80.8,A,30-07-2024,2024-25
STU0087,Unit Test 2,MATH1,100,75.3,B+,28-10-2024,2024-25
STU0017,Unit Test 1,ARTUKG,50,23.7,D,31-05-2025,2025-26
STU0424,Unit Test 1,TEL8,100,70.9,B+,31-05-2023,2023-24
STU0208,Unit Test 1,SST4,100,63.3,B,31-05-2024,2024-25
STU0470,Midterm,PE9,50,34.6,B,30-07-2023,2023-24
STU0336,Final,SST7,100,55.5,C,26-01-2025,2024-25
STU0381,Unit Test 2,SST8,100,72.0,B+,28-10-2024,2024-25
STU0358,Unit Test 1,ENG8,100,61.0,B,31-05-2025,2025-26
STU0132,Midterm,PE1,50,29.4,C,30-07-2023,2023-24
STU0024,Unit Test 2,MATHNursery,100,72.9,B+,28-10-2023,2023-24
STU0147,Unit Test 2,MATH2,100,63.8,B,28-10-2024,2024-25
STU0109,Midterm,HIN1,100,69.4,B,30-07-2024,2024-25
STU0497,Unit Test 1,TEL10,100,78.0,B+,31-05-2023,2023-24
STU0087,Midterm,PE1,50,50.0,A+,30-07-2024,2024-25
STU0470,Unit Test 2,TEL9,100,72.1,B+,28-10-2023,2023-24
STU0095,Final,MATH2,100,100.0,A+,26-01-2026,2025-26
STU0366,Final,ENG9,100,72.3,B+,26-01-2026,2025-26
STU0231,Midterm,SST3,100,78.9,B+,30-07-2023,2023-24
STU0287,Midterm,HIN6,100,88.0,A,30-07-2024,2024-25
STU0357,Unit Test 2,PE8,50,35.7,B+,28-10-2025,2025-26
STU0147,Unit Test 2,SCI3,100,81.7,A,28-10-2025,2025-26
STU0407,Midterm,CS9,100,68.0,B,30-07-2024,2024-25
STU0338,Unit Test 1,ART7,50,50.0,A+,31-05-2024,2024-25
STU0050,Unit Test 1,ENGUKG,100,33.0,F,31-05-2024,2024-25
STU0139,Unit Test 2,MATH2,100,70.4,B+,28-10-2024,2024-25
STU0470,Midterm,ART9,50,33.6,B,30-07-2023,2023-24
STU0277,Final,ENG6,100,87.2,A,26-01-2026,2025-26
STU0189,Unit Test 1,HIN4,100,57.8,C,31-05-2025,2025-26
STU0420,Final,CS10,100,92.7,A+,26-01-2026,2025-26
STU0111,Unit Test 1,MATH1,100,71.4,B+,31-05-2024,2024-25
STU0107,Unit Test 1,PE2,50,35.7,B+,31-05-2025,2025-26
STU0271,Unit Test 1,CS6,100,65.9,B,31-05-2025,2025-26
STU0391,Final,SCI7,100,64.7,B,26-01-2024,2023-24
STU0211,Final,PE3,50,38.4,B+,26-01-2024,2023-24
STU0185,Midterm,PE2,50,20.0,D,30-07-2023,2023-24
STU0171,Unit Test 1,ENG4,100,69.8,B,31-05-2025,2025-26
STU0262,Unit Test 1,ENG5,100,65.3,B,31-05-2024,2024-25
STU0087,Unit Test 2,TEL1,100,66.6,B,28-10-2024,2024-25
STU0184,Unit Test 1,HIN3,100,100.0,A+,31-05-2024,2024-25
STU0278,Midterm,TEL6,100,63.7,B,30-07-2025,2025-26
STU0200,Midterm,SCI2,100,85.6,A,30-07-2023,2023-24
STU0065,Unit Test 2,ARTLKG,50,41.2,A,28-10-2023,2023-24
STU0416,Unit Test 2,MATH9,100,69.5,B,28-10-2024,2024-25
STU0308,Final,HIN6,100,60.5,B,26-01-2025,2024-25
STU0211,Unit Test 2,MATH5,100,100.0,A+,28-10-2025,2025-26
STU0271,Midterm,SST4,100,71.8,B+,30-07-2023,2023-24
STU0192,Midterm,PE4,50,26.9,C,30-07-2025,2025-26
STU0208,Midterm,PE5,50,49.2,A+,30-07-2025,2025-26
STU0357,Unit Test 1,CS6,100,93.8,A+,31-05-2023,2023-24
STU0024,Unit Test 2,HINNursery,100,100.0,A+,28-10-2023,2023-24
STU0102,Midterm,MATH2,100,100.0,A+,30-07-2025,2025-26
STU0140,Unit Test 1,SCI3,100,65.9,B,31-05-2025,2025-26
STU0358,Midterm,SST6,100,79.9,B+,30-07-2023,2023-24
STU0391,Unit Test 1,ART7,50,42.7,A,31-05-2023,2023-24
STU0200,Unit Test 1,HIN2,100,67.5,B,31-05-2023,2023-24
STU0024,Midterm,TELNursery,100,78.7,B+,30-07-2023,2023-24
STU0390,Midterm,HIN9,100,75.1,B+,30-07-2025,2025-26
STU0283,Final,MATH5,100,88.0,A,26-01-2024,2023-24
STU0231,Unit Test 1,ENG3,100,81.1,A,31-05-2023,2023-24
STU0441,Final,ENG9,100,83.9,A,26-01-2024,2023-24
STU0277,Midterm,PE5,50,31.0,B,30-07-2024,2024-25
STU0283,Midterm,HIN7,100,77.9,B+,30-07-2025,2025-26
STU0140,Final,PE3,50,46.4,A+,26-01-2026,2025-26
STU0470,Midterm,CS9,100,59.6,C,30-07-2023,2023-24
STU0192,Unit Test 1,MATH3,100,77.0,B+,31-05-2024,2024-25
STU0161,Unit Test 1,MATH3,100,68.3,B,31-05-2024,2024-25
STU0192,Midterm,PE3,50,38.9,B+,30-07-2024,2024-25
STU0300,Unit Test 2,CS5,50,50.0,A+,28-10-2023,2023-24
STU0444,Final,CS9,100,46.8,D,26-01-2024,2023-24
STU0202,Unit Test 2,PE4,50,36.5,B+,28-10-2024,2024-25
STU0241,Midterm,HIN4,100,84.6,A,30-07-2023,2023-24
STU0278,Midterm,TEL5,100,70.6,B+,30-07-2024,2024-25
STU0161,Unit Test 1,CS3,50,42.8,A,31-05-2024,2024-25
STU0391,Unit Test 2,HIN8,100,87.4,A,28-10-2024,2024-25
STU0208,Unit Test 2,CS3,50,50.0,A+,28-10-2023,2023-24
STU0109,Unit Test 1,EVSUKG,100,71.4,B+,31-05-2023,2023-24
STU0165,Unit Test 2,MATH3,100,93.6,A+,28-10-2024,2024-25
STU0107,Unit Test 1,TEL1,100,56.2,C,31-05-2024,2024-25
STU0185,Final,HIN2,100,86.7,A,26-01-2024,2023-24
STU0420,Unit Test 1,SCI8,100,63.6,B,31-05-2023,2023-24
STU0093,Unit Test 1,ARTUKG,50,35.5,B+,31-05-2023,2023-24
STU0439,Unit Test 2,SST10,100,96.1,A+,28-10-2025,2025-26
STU0065,Unit Test 1,PE1,50,22.2,D,31-05-2025,2025-26
STU0364,Final,SCI9,100,61.0,B,26-01-2026,2025-26
STU0366,Midterm,ART7,50,29.2,C,30-07-2023,2023-24
STU0184,Unit Test 2,PE4,50,23.6,D,28-10-2025,2025-26
STU0384,Final,SST9,100,92.0,A+,26-01-2026,2025-26
STU0352,Final,SCI6,100,81.1,A,26-01-2024,2023-24
STU0140,Final,SST1,100,83.0,A,26-01-2024,2023-24
STU0358,Midterm,ENG7,100,36.5,F,30-07-2024,2024-25
STU0484,Unit Test 1,CS10,100,77.2,B+,31-05-2023,2023-24
STU0111,Unit Test 1,PE1,50,28.3,C,31-05-2024,2024-25
STU0153,Unit Test 2,PE2,50,34.8,B,28-10-2024,2024-25
STU0132,Final,TEL2,100,77.9,B+,26-01-2025,2024-25
STU0020,Final,TELUKG,100,77.8,B+,26-01-2026,2025-26
STU0017,Final,ENGUKG,100,74.3,B+,26-01-2026,2025-26
STU0109,Unit Test 1,HIN2,100,53.7,C,31-05-2025,2025-26
STU0165,Midterm,TEL3,100,56.8,C,30-07-2024,2024-25
STU0171,Midterm,PE2,50,37.3,B+,30-07-2023,2023-24
STU0107,Midterm,MATHUKG,100,55.6,C,30-07-2023,2023-24
STU0391,Unit Test 1,CS9,100,68.5,B,31-05-2025,2025-26
STU0185,Unit Test 2,HIN2,100,69.2,B,28-10-2023,2023-24
STU0153,Unit Test 2,TEL3,100,86.9,A,28-10-2025,2025-26
STU0087,Midterm,EVSUKG,100,76.9,B+,30-07-2023,2023-24
STU0497,Unit Test 2,SCI10,100,88.2,A,28-10-2023,2023-24
STU0509,Unit Test 1,TEL10,100,75.0,B+,31-05-2023,2023-24
STU0459,Unit Test 1,HIN10,100,64.5,B,31-05-2024,2024-25
STU0192,Unit Test 1,ENG2,100,65.6,B,31-05-2023,2023-24
STU0065,Midterm,ENGLKG,100,82.2,A,30-07-2023,2023-24
STU0073,Final,ENG1,100,70.2,B+,26-01-2026,2025-26
STU0456,Final,CS10,100,68.7,B,26-01-2025,2024-25
STU0161,Unit Test 2,SCI2,100,59.7,C,28-10-2023,2023-24
STU0153,Unit Test 2,SCI2,100,68.9,B,28-10-2024,2024-25
STU0153,Midterm,SCI3,100,100.0,A+,30-07-2025,2025-26
STU0277,Unit Test 2,MATH6,100,50.6,C,28-10-2025,2025-26
STU0283,Midterm,ART7,50,25.3,C,30-07-2025,2025-26
STU0037,Midterm,EVSNursery,100,100.0,A+,30-07-2023,2023-24
STU0300,Unit Test 2,PE5,50,17.6,F,28-10-2023,2023-24
STU0308,Unit Test 1,PE5,50,23.3,D,31-05-2023,2023-24
STU0184,Final,ENG3,100,62.6,B,26-01-2025,2024-25
STU0338,Unit Test 1,ENG8,100,83.3,A,31-05-2025,2025-26
STU0050,Unit Test 1,MATHLKG,100,75.9,B+,31-05-2023,2023-24
STU0287,Unit Test 2,CS5,50,41.4,A,28-10-2023,2023-24
STU0211,Midterm,TEL5,100,51.8,C,30-07-2025,2025-26
STU0357,Final,MATH8,100,93.1,A+,26-01-2026,2025-26
STU0309,Unit Test 1,SST6,100,73.1,B+,31-05-2024,2024-25
STU0420,Unit Test 1,SCI10,100,80.7,A,31-05-2025,2025-26
STU0107,Unit Test 2,ENGUKG,100,91.1,A+,28-10-2023,2023-24
STU0357,Midterm,PE6,50,44.9,A,30-07-2023,2023-24
STU0247,Midterm,MATH6,100,65.0,B,30-07-2025,2025-26
STU0309,Final,CS5,50,37.0,B+,26-01-2024,2023-24
STU0424,Midterm,MATH10,100,100.0,A+,30-07-2025,2025-26
STU0200,Final,SCI4,100,57.9,C,26-01-2026,2025-26
STU0200,Unit Test 1,SCI2,100,65.4,B,31-05-2023,2023-24
STU0282,Unit Test 1,TEL6,100,67.6,B,31-05-2024,2024-25
STU0423,Final,MATH9,100,88.9,A,26-01-2025,2024-25
STU0158,Final,PE1,50,48.6,A+,26-01-2024,2023-24
STU0155,Unit Test 2,CS1,50,30.7,B,28-10-2023,2023-24
STU0358,Unit Test 1,TEL6,100,57.3,C,31-05-2023,2023-24
STU0470,Unit Test 1,TEL10,100,100.0,A+,31-05-2024,2024-25
STU0140,Final,TEL2,100,70.1,B+,26-01-2025,2024-25
STU0475,Unit Test 2,HIN9,100,95.1,A+,28-10-2023,2023-24
STU0231,Midterm,CS5,50,39.0,B+,30-07-2025,2025-26
STU0171,Midterm,MATH2,100,72.9,B+,30-07-2023,2023-24
STU0097,Midterm,TELUKG,100,83.1,A,30-07-2023,2023-24
STU0475,Final,HIN9,100,92.6,A+,26-01-2024,2023-24
STU0407,Final,SST8,100,76.9,B+,26-01-2024,2023-24
STU0065,Unit Test 2,ENGUKG,100,63.1,B,28-10-2024,2024-25
STU0016,Final,ENGUKG,100,81.6,A,26-01-2026,2025-26
STU0177,Unit Test 1,SST2,100,100.0,A+,31-05-2023,2023-24
STU0095,Midterm,MATH2,100,58.3,C,30-07-2025,2025-26
STU0360,Unit Test 1,TEL8,100,63.0,B,31-05-2025,2025-26
STU0416,Final,ART10,50,27.8,C,26-01-2026,2025-26
STU0309,Unit Test 1,SST7,100,72.5,B+,31-05-2025,2025-26
STU0384,Midterm,SCI9,100,67.9,B,30-07-2025,2025-26
STU0008,Unit Test 2,MATHNursery,100,69.8,B,28-10-2023,2023-24
STU0024,Midterm,MATHNursery,100,48.3,D,30-07-2023,2023-24
STU0320,Unit Test 1,ART6,50,42.3,A,31-05-2024,2024-25
STU0155,Unit Test 2,TEL2,100,68.2,B,28-10-2024,2024-25
STU0211,Midterm,CS3,50,37.7,B+,30-07-2023,2023-24
