admission_number,date,status,remarks
STU0208,15-07-2024,PRESENT,
STU0380,17-08-2024,PRESENT,
STU0209,08-01-2026,PRESENT,
STU0112,02-07-2024,ABSENT,
STU0195,09-07-2025,LATE,
STU0269,11-06-2024,PRESENT,
STU0286,08-01-2026,PRESENT,
STU0324,09-07-2025,PRESENT,
STU0275,20-02-2025,PRESENT,
STU0166,19-12-2023,PRESENT,
STU0347,15-03-2024,PRESENT,
STU0126,15-10-2024,PRESENT,
STU0493,30-08-2023,PRESENT,
STU0111,30-11-2023,PRESENT,
STU0192,27-06-2024,PRESENT,
STU0486,06-01-2024,ABSENT,Not informed
STU0186,09-11-2023,PRESENT,
STU0206,22-01-2024,PRESENT,
STU0430,10-12-2024,LATE,
STU0307,23-12-2025,PRESENT,
STU0270,15-10-2024,PRESENT,
STU0246,12-01-2026,PRESENT,
STU0111,15-03-2024,PRESENT,
STU0140,19-03-2024,ABSENT,Sick
STU0110,15-10-2024,PRESENT,
STU0044,02-11-2024,PRESENT,
STU0064,07-06-2023,PRESENT,
STU0461,11-09-2024,LATE,
STU0111,05-02-2024,PRESENT,
STU0185,18-06-2024,ABSENT,Family event
STU0026,12-04-2024,PRESENT,
STU0338,15-07-2024,PRESENT,
STU0491,06-01-2024,LATE,
STU0390,01-07-2024,PRESENT,
STU0258,24-04-2023,PRESENT,
STU0456,26-07-2024,PRESENT,
STU0211,01-07-2024,PRESENT,
STU0457,24-06-2023,PRESENT,
STU0053,10-01-2026,PRESENT,
STU0052,19-12-2023,PRESENT,
STU0195,05-09-2025,PRESENT,
STU0476,20-02-2025,PRESENT,
STU0425,31-07-2023,PRESENT,
STU0380,28-08-2024,PRESENT,
STU0347,19-03-2024,PRESENT,
STU0046,29-10-2025,PRESENT,
STU0055,09-01-2026,PRESENT,
STU0212,20-06-2025,PRESENT,
STU0493,12-03-2024,PRESENT,
STU0217,05-09-2025,PRESENT,
STU0073,31-07-2024,PRESENT,
STU0212,03-02-2026,ABSENT,Not informed
STU0274,03-10-2023,PRESENT,
STU0461,11-06-2024,PRESENT,
STU0278,14-06-2025,PRESENT,
STU0349,13-06-2023,PRESENT,
STU0403,28-08-2025,ABSENT,Sick
STU0287,30-04-2025,PRESENT,
STU0389,05-08-2024,PRESENT,
STU0325,06-07-2024,PRESENT,
STU0342,28-03-2025,PRESENT,
STU0269,23-09-2024,PRESENT,
STU0389,01-11-2024,PRESENT,
STU0078,23-12-2025,PRESENT,
STU0125,30-09-2024,PRESENT,
STU0180,19-12-2023,PRESENT,
STU0055,14-04-2025,PRESENT,
STU0380,14-06-2025,PRESENT,
STU0206,15-03-2024,PRESENT,
STU0010,01-11-2024,PRESENT,
STU0100,19-04-2025,PRESENT,
STU0067,02-01-2026,PRESENT,
STU0071,05-09-2025,PRESENT,
STU0456,12-02-2025,ABSENT,Not informed
STU0429,05-09-2025,LATE,
STU0324,28-08-2023,PRESENT,
STU0166,07-06-2023,PRESENT,
STU0403,22-08-2025,PRESENT,
STU0217,10-01-2026,PRESENT,
STU0457,30-08-2023,PRESENT,
STU0343,08-02-2024,PRESENT,
STU0022,05-02-2024,PRESENT,
STU0324,23-12-2025,PRESENT,
STU0258,24-06-2023,PRESENT,
STU0456,31-07-2024,PRESENT,
STU0023,19-02-2026,ABSENT,
STU0324,26-09-2023,PRESENT,
STU0186,19-12-2023,PRESENT,
STU0269,03-12-2024,ABSENT,Not informed
STU0272,02-05-2025,LATE,
STU0491,13-02-2024,PRESENT,
STU0356,07-06-2023,ABSENT,
STU0324,24-06-2023,PRESENT,
STU0143,16-05-2024,PRESENT,
STU0111,14-04-2023,LEAVE,Family function
STU0477,29-01-2024,PRESENT,
STU0461,15-07-2024,ABSENT,
STU0022,12-12-2023,PRESENT,
STU0222,19-11-2024,ABSENT,
STU0230,26-09-2023,PRESENT,
STU0276,27-06-2024,PRESENT,
STU0023,13-01-2026,PRESENT,
STU0166,13-06-2023,PRESENT,
STU0270,27-03-2025,PRESENT,
STU0073,02-11-2024,PRESENT,
STU0111,30-08-2023,PRESENT,
STU0461,06-02-2025,ABSENT,
STU0405,02-06-2025,PRESENT,
STU0022,24-06-2023,PRESENT,
STU0057,08-07-2023,HALF_DAY,
STU0491,01-02-2024,PRESENT,
STU0260,14-06-2025,PRESENT,
STU0216,06-01-2024,PRESENT,
STU0493,21-02-2024,PRESENT,
STU0216,28-08-2025,PRESENT,
STU0336,10-09-2025,ABSENT,Sick
STU0157,01-10-2024,PRESENT,
STU0188,09-07-2025,PRESENT,
STU0485,24-04-2023,PRESENT,
STU0211,10-05-2023,PRESENT,
STU0053,12-02-2026,PRESENT,
STU0147,02-02-2026,PRESENT,
STU0166,19-06-2023,PRESENT,
STU0380,09-01-2026,ABSENT,Sick
STU0061,01-08-2024,PRESENT,
STU0289,20-02-2026,PRESENT,
STU0180,12-12-2023,PRESENT,
STU0206,19-03-2024,ABSENT,
STU0403,22-11-2025,PRESENT,
STU0270,28-03-2025,LATE,
STU0392,26-09-2023,PRESENT,
STU0457,01-03-2024,PRESENT,
STU0152,05-01-2026,PRESENT,
STU0147,17-11-2023,PRESENT,
STU0073,03-12-2024,PRESENT,
STU0166,15-09-2023,PRESENT,
STU0336,12-03-2024,PRESENT,
STU0278,05-09-2025,PRESENT,
STU0039,02-06-2025,PRESENT,
STU0452,26-09-2024,PRESENT,
STU0342,08-03-2025,PRESENT,
STU0485,24-06-2023,PRESENT,
STU0254,31-07-2024,PRESENT,
STU0022,13-02-2024,PRESENT,
STU0343,22-06-2023,PRESENT,
STU0324,30-10-2025,HALF_DAY,
STU0425,24-06-2023,PRESENT,
STU0452,15-10-2024,PRESENT,
STU0113,18-06-2024,PRESENT,
STU0452,30-07-2024,PRESENT,
STU0026,11-06-2024,HALF_DAY,
STU0418,13-02-2024,PRESENT,
STU0457,15-03-2025,PRESENT,
STU0461,17-08-2024,PRESENT,
STU0162,28-03-2025,PRESENT,
STU0425,07-06-2023,PRESENT,
STU0016,11-06-2024,PRESENT,
STU0276,11-09-2024,PRESENT,
STU0207,12-04-2024,PRESENT,
STU0157,04-07-2024,ABSENT,
STU0208,28-03-2025,PRESENT,
STU0078,02-06-2023,LATE,
STU0338,12-04-2024,PRESENT,
STU0325,19-11-2024,PRESENT,
STU0187,02-09-2024,HALF_DAY,
STU0241,28-03-2025,PRESENT,
STU0061,06-02-2025,PRESENT,
STU0478,08-02-2024,PRESENT,
STU0361,30-08-2023,LATE,
STU0311,23-06-2025,PRESENT,
STU0066,26-09-2024,PRESENT,
STU0319,02-07-2024,HALF_DAY,
STU0113,30-09-2024,PRESENT,
STU0216,14-06-2025,ABSENT,
STU0206,24-06-2023,PRESENT,
STU0380,01-11-2024,PRESENT,
STU0418,09-11-2023,PRESENT,
STU0370,01-03-2024,ABSENT,
STU0078,14-04-2023,PRESENT,
STU0365,17-11-2023,PRESENT,
STU0222,02-09-2024,PRESENT,
STU0450,28-08-2023,PRESENT,
STU0432,14-04-2025,PRESENT,
STU0430,15-07-2024,ABSENT,Not informed
STU0370,24-06-2023,PRESENT,
STU0086,09-11-2023,PRESENT,
STU0110,01-11-2024,PRESENT,
STU0008,24-04-2023,PRESENT,
STU0274,22-06-2023,ABSENT,Family event
STU0066,15-07-2024,ABSENT,Sick
STU0212,05-09-2025,PRESENT,
STU0052,30-11-2023,PRESENT,
STU0485,10-05-2023,HALF_DAY,
STU0217,02-01-2026,ABSENT,Sick
STU0429,10-01-2026,PRESENT,
STU0324,12-02-2026,PRESENT,
STU0112,28-08-2024,PRESENT,
STU0186,30-11-2023,PRESENT,
STU0111,15-10-2024,ABSENT,Family event
STU0456,01-07-2024,PRESENT,
STU0053,14-06-2025,LATE,
STU0380,05-01-2026,PRESENT,
STU0147,08-07-2023,ABSENT,Sick
STU0418,07-06-2023,PRESENT,
STU0008,09-11-2023,PRESENT,
STU0485,07-06-2023,PRESENT,
STU0287,12-05-2025,PRESENT,
STU0278,03-02-2026,PRESENT,
STU0033,19-04-2025,PRESENT,
STU0349,20-04-2023,ABSENT,Family event
STU0188,02-02-2026,PRESENT,
STU0392,03-06-2023,PRESENT,
STU0325,02-07-2024,LATE,
STU0078,07-06-2023,PRESENT,
STU0430,02-06-2025,PRESENT,
STU0143,01-10-2024,PRESENT,
STU0307,02-06-2025,PRESENT,
STU0478,30-11-2023,PRESENT,
STU0094,10-05-2023,PRESENT,
STU0078,17-07-2023,PRESENT,
STU0241,12-02-2025,PRESENT,
STU0278,30-06-2025,HALF_DAY,
STU0246,29-10-2025,PRESENT,
STU0509,17-11-2023,PRESENT,
STU0211,16-04-2025,PRESENT,
STU0066,29-05-2024,PRESENT,
STU0278,02-02-2026,PRESENT,
STU0336,02-01-2026,ABSENT,Sick
STU0140,13-02-2024,PRESENT,
STU0418,03-10-2023,PRESENT,
STU0272,22-11-2025,PRESENT,
STU0041,22-08-2025,ABSENT,Not informed
STU0477,12-12-2023,LATE,
STU0046,14-06-2025,PRESENT,
STU0432,02-06-2025,PRESENT,
STU0367,23-08-2025,PRESENT,
STU0286,03-02-2026,PRESENT,
STU0276,11-06-2024,PRESENT,
STU0242,28-08-2024,PRESENT,
STU0370,21-02-2024,PRESENT,
STU0343,28-08-2023,PRESENT,
STU0457,06-09-2023,PRESENT,
STU0357,31-07-2024,PRESENT,
STU0140,17-07-2023,PRESENT,
STU0347,20-04-2023,PRESENT,
STU0111,01-08-2024,PRESENT,
STU0180,02-06-2023,PRESENT,
STU0147,14-06-2025,PRESENT,
STU0478,28-08-2023,PRESENT,
STU0418,01-03-2024,PRESENT,
STU0100,20-06-2025,PRESENT,
STU0023,10-09-2025,PRESENT,
STU0162,01-07-2024,PRESENT,
STU0147,20-06-2025,ABSENT,Sick
STU0242,10-12-2024,PRESENT,
STU0438,10-05-2023,PRESENT,
STU0287,10-09-2025,PRESENT,
STU0450,12-03-2024,PRESENT,
STU0438,28-08-2023,ABSENT,Not informed
STU0311,03-06-2025,PRESENT,
STU0010,18-06-2024,PRESENT,
STU0509,06-01-2024,PRESENT,
STU0493,28-08-2023,PRESENT,
STU0430,03-02-2026,PRESENT,
STU0338,30-07-2024,PRESENT,
STU0034,19-06-2023,PRESENT,
STU0450,14-04-2023,PRESENT,
STU0418,19-06-2023,PRESENT,
STU0046,20-02-2026,PRESENT,
STU0343,26-09-2023,PRESENT,
STU0332,05-09-2025,PRESENT,
STU0430,14-06-2025,ABSENT,Not informed
STU0357,08-03-2025,HALF_DAY,
STU0307,05-01-2026,PRESENT,
STU0207,07-06-2023,PRESENT,
STU0140,03-06-2023,PRESENT,
STU0430,02-11-2024,PRESENT,
STU0395,30-09-2024,PRESENT,
STU0110,26-09-2024,PRESENT,
STU0270,01-08-2024,PRESENT,
STU0258,22-01-2024,PRESENT,
STU0041,03-11-2025,PRESENT,
STU0509,27-04-2023,PRESENT,
STU0039,16-04-2025,LATE,
STU0125,08-03-2025,PRESENT,
STU0260,29-10-2025,PRESENT,
STU0286,20-06-2025,PRESENT,
STU0140,08-02-2024,PRESENT,
STU0216,12-12-2023,ABSENT,
STU0052,04-03-2024,PRESENT,
STU0307,20-02-2026,PRESENT,
STU0457,29-01-2024,PRESENT,
STU0064,05-02-2024,PRESENT,
STU0222,11-09-2024,PRESENT,
STU0286,30-06-2025,PRESENT,
STU0039,09-01-2026,PRESENT,
STU0365,07-06-2023,PRESENT,
STU0370,28-08-2023,PRESENT,
STU0071,29-10-2025,PRESENT,
STU0078,05-09-2025,PRESENT,
STU0370,02-06-2023,ABSENT,Family event
STU0147,03-06-2023,PRESENT,
STU0052,10-05-2023,LATE,
STU0078,10-01-2026,PRESENT,
STU0150,22-08-2025,PRESENT,
STU0055,05-01-2026,LEAVE,
STU0405,05-09-2025,PRESENT,
STU0053,23-06-2025,ABSENT,Family event
STU0044,30-09-2024,PRESENT,
STU0010,19-11-2024,LATE,
STU0278,14-07-2025,HALF_DAY,
STU0461,02-11-2024,ABSENT,
STU0456,06-02-2025,PRESENT,
STU0316,09-11-2023,PRESENT,
STU0230,12-03-2024,PRESENT,
STU0485,15-09-2023,PRESENT,
STU0432,13-01-2026,PRESENT,
STU0289,12-04-2025,PRESENT,
STU0430,06-07-2024,PRESENT,
STU0332,13-01-2026,PRESENT,
STU0361,01-03-2024,PRESENT,
STU0486,13-06-2023,ABSENT,Not informed
STU0390,15-10-2024,PRESENT,
STU0211,03-06-2025,PRESENT,
STU0457,21-05-2024,PRESENT,
STU0212,16-04-2025,PRESENT,
STU0349,24-04-2023,PRESENT,
STU0111,08-02-2024,PRESENT,
STU0272,14-07-2025,PRESENT,
STU0324,17-11-2023,PRESENT,
STU0026,02-09-2024,PRESENT,
STU0026,30-09-2024,PRESENT,
STU0336,03-11-2025,PRESENT,
STU0289,23-06-2025,LATE,
STU0242,21-05-2024,PRESENT,
STU0143,26-07-2024,ABSENT,Family event
STU0289,19-04-2025,PRESENT,
STU0343,12-12-2023,LATE,
STU0046,03-11-2025,ABSENT,Sick
STU0491,17-11-2023,PRESENT,
STU0324,01-03-2024,PRESENT,
STU0192,26-09-2024,LEAVE,
STU0430,26-11-2024,PRESENT,
STU0206,24-04-2023,HALF_DAY,
STU0270,02-11-2024,PRESENT,
STU0207,10-05-2023,PRESENT,
STU0209,09-01-2026,PRESENT,
STU0429,16-04-2025,PRESENT,
STU0342,15-03-2025,PRESENT,
STU0324,02-06-2023,PRESENT,
STU0152,23-08-2025,PRESENT,
STU0274,30-11-2023,PRESENT,
STU0016,15-03-2025,PRESENT,
STU0101,19-11-2024,PRESENT,
STU0425,12-12-2023,PRESENT,
STU0438,14-04-2023,PRESENT,
STU0450,30-08-2023,PRESENT,
STU0367,28-08-2025,PRESENT,
STU0289,23-08-2025,PRESENT,
STU0403,14-07-2025,PRESENT,
STU0357,20-04-2023,PRESENT,
STU0162,23-09-2024,PRESENT,
STU0192,20-02-2025,PRESENT,
STU0140,04-03-2024,PRESENT,
STU0357,19-03-2024,PRESENT,
STU0457,23-09-2024,ABSENT,Sick
STU0274,31-07-2023,LATE,
STU0509,13-02-2024,PRESENT,
STU0319,15-10-2024,PRESENT,
STU0162,11-09-2024,PRESENT,
STU0477,07-06-2023,LATE,
STU0349,19-12-2023,PRESENT,
STU0366,01-03-2024,PRESENT,
STU0456,19-11-2024,PRESENT,
STU0016,29-05-2024,PRESENT,
STU0343,09-11-2023,PRESENT,
STU0325,04-07-2024,LATE,
STU0272,09-07-2025,PRESENT,
STU0241,01-08-2024,PRESENT,
STU0457,28-03-2025,PRESENT,
STU0180,19-06-2023,PRESENT,
STU0275,26-07-2024,LATE,
STU0430,05-09-2025,PRESENT,
STU0126,08-03-2025,PRESENT,
STU0478,04-03-2024,PRESENT,
STU0207,13-02-2024,PRESENT,
STU0110,21-05-2024,PRESENT,
STU0456,28-08-2024,PRESENT,
STU0343,17-11-2023,PRESENT,
STU0105,26-09-2024,PRESENT,
STU0457,13-02-2024,PRESENT,
STU0438,15-09-2023,PRESENT,
STU0111,01-10-2024,PRESENT,
STU0222,29-05-2024,PRESENT,
STU0325,29-05-2024,PRESENT,
STU0336,15-09-2023,PRESENT,
STU0111,27-03-2025,ABSENT,
STU0192,29-05-2024,LATE,
STU0026,12-02-2025,PRESENT,
STU0209,03-11-2025,PRESENT,
STU0023,23-06-2025,ABSENT,Family event
STU0126,10-12-2024,PRESENT,
STU0186,06-09-2023,PRESENT,
STU0307,19-02-2026,PRESENT,
STU0367,10-01-2026,PRESENT,
STU0100,08-12-2025,PRESENT,
STU0150,14-06-2025,PRESENT,
STU0188,22-11-2025,PRESENT,
STU0509,09-12-2023,PRESENT,
STU0195,02-01-2026,PRESENT,
STU0152,30-04-2025,PRESENT,
STU0026,27-03-2025,PRESENT,
STU0211,05-08-2024,PRESENT,
STU0276,01-08-2024,HALF_DAY,
STU0395,06-02-2025,PRESENT,
STU0216,05-09-2025,PRESENT,
STU0246,23-06-2025,PRESENT,
STU0230,17-07-2023,PRESENT,
STU0425,29-01-2024,ABSENT,
STU0254,01-10-2024,PRESENT,
STU0008,08-07-2023,PRESENT,
STU0105,18-06-2024,PRESENT,
STU0425,09-11-2023,PRESENT,
STU0064,15-09-2023,PRESENT,
STU0307,22-11-2025,HALF_DAY,
STU0094,08-07-2023,PRESENT,
STU0061,30-09-2024,LATE,
STU0039,08-12-2025,ABSENT,Not informed
STU0270,18-06-2024,PRESENT,
STU0216,01-02-2024,PRESENT,
STU0486,17-11-2023,PRESENT,
STU0430,14-07-2025,PRESENT,
STU0349,19-06-2023,PRESENT,
STU0418,15-09-2023,LATE,
STU0192,01-11-2024,PRESENT,
STU0150,23-06-2025,PRESENT,
STU0192,02-09-2024,PRESENT,
STU0380,08-12-2025,PRESENT,
STU0008,26-09-2023,PRESENT,
STU0039,29-10-2025,PRESENT,
STU0206,31-07-2023,LATE,
STU0162,30-09-2024,PRESENT,
STU0016,01-07-2024,PRESENT,
STU0216,02-06-2025,PRESENT,
STU0246,12-02-2026,PRESENT,
STU0053,04-06-2025,PRESENT,
STU0180,31-07-2023,PRESENT,
STU0380,12-02-2026,PRESENT,
STU0207,19-11-2024,PRESENT,
STU0478,30-08-2023,ABSENT,
STU0452,27-06-2024,PRESENT,
STU0316,20-04-2023,LEAVE,
STU0336,14-04-2023,LEAVE,Family function
STU0112,23-09-2024,PRESENT,
STU0342,10-12-2024,PRESENT,
STU0365,01-02-2024,PRESENT,
STU0195,23-12-2025,ABSENT,Family event
STU0207,28-08-2023,LATE,
STU0211,23-08-2025,PRESENT,
STU0430,03-11-2025,PRESENT,
STU0046,02-06-2025,LATE,
STU0438,19-12-2023,HALF_DAY,
STU0057,17-07-2023,PRESENT,
STU0110,26-11-2024,PRESENT,
STU0438,30-11-2023,PRESENT,
STU0269,01-10-2024,PRESENT,
STU0185,26-11-2024,PRESENT,
STU0188,04-06-2025,PRESENT,
STU0272,30-06-2025,HALF_DAY,
STU0357,31-07-2023,PRESENT,
STU0476,06-02-2025,LATE,
STU0349,30-08-2023,LATE,
STU0390,20-02-2025,PRESENT,
STU0289,12-01-2026,PRESENT,
STU0275,26-09-2024,PRESENT,
STU0094,07-06-2023,PRESENT,
STU0157,26-07-2024,PRESENT,
STU0457,07-06-2023,PRESENT,
STU0211,06-09-2023,PRESENT,
STU0366,28-08-2023,PRESENT,
STU0180,12-03-2024,PRESENT,
STU0418,19-03-2024,PRESENT,
STU0230,06-09-2023,PRESENT,
STU0493,17-11-2023,PRESENT,
STU0216,24-06-2023,PRESENT,
STU0254,20-02-2025,PRESENT,
STU0100,30-04-2025,PRESENT,
STU0275,15-03-2025,ABSENT,Family event
STU0111,02-09-2024,PRESENT,
STU0222,27-06-2024,PRESENT,
STU0324,23-06-2025,PRESENT,
STU0162,10-12-2024,PRESENT,
STU0395,18-06-2024,PRESENT,
STU0211,06-02-2025,PRESENT,
STU0180,19-03-2024,PRESENT,
STU0212,05-01-2026,ABSENT,Sick
STU0105,10-12-2024,PRESENT,
STU0208,26-09-2024,PRESENT,
STU0125,03-12-2024,PRESENT,
STU0026,02-07-2024,PRESENT,
STU0192,04-07-2024,PRESENT,
STU0319,31-07-2024,PRESENT,
STU0066,11-06-2024,ABSENT,
STU0105,26-07-2024,PRESENT,
STU0111,09-11-2023,PRESENT,
STU0111,29-01-2024,PRESENT,
STU0438,17-07-2023,PRESENT,
STU0430,27-03-2025,PRESENT,
STU0188,03-02-2026,PRESENT,
STU0338,28-03-2025,ABSENT,Not informed
STU0041,19-02-2026,PRESENT,
STU0150,02-02-2026,LEAVE,
STU0211,12-01-2026,PRESENT,
STU0276,27-03-2025,PRESENT,
STU0073,26-09-2024,PRESENT,
STU0044,02-07-2024,PRESENT,
STU0162,21-05-2024,PRESENT,
STU0066,01-08-2024,LEAVE,Family function
STU0389,21-05-2024,PRESENT,
STU0212,14-04-2025,PRESENT,
STU0287,23-08-2025,PRESENT,
STU0241,11-09-2024,ABSENT,
STU0143,26-11-2024,PRESENT,
STU0033,12-01-2026,PRESENT,
STU0324,12-12-2023,PRESENT,
STU0349,09-12-2023,PRESENT,
STU0509,17-07-2023,ABSENT,Sick
STU0143,17-08-2024,ABSENT,Family event
STU0140,15-03-2024,PRESENT,
STU0476,02-09-2024,PRESENT,
STU0425,06-09-2023,PRESENT,
STU0486,14-04-2023,PRESENT,
STU0477,22-01-2024,PRESENT,
STU0456,16-05-2024,PRESENT,
STU0022,19-06-2023,PRESENT,
STU0206,13-02-2024,PRESENT,
STU0457,26-09-2023,PRESENT,
STU0026,28-08-2024,PRESENT,
STU0110,15-07-2024,PRESENT,
STU0188,13-01-2026,PRESENT,
STU0303,15-10-2024,PRESENT,
STU0365,14-04-2023,PRESENT,
STU0311,03-11-2025,PRESENT,
STU0356,03-06-2023,PRESENT,
STU0254,15-07-2024,PRESENT,
STU0066,16-05-2024,PRESENT,
STU0111,01-11-2024,PRESENT,
STU0217,10-09-2025,LEAVE,Medical leave
STU0418,31-07-2023,PRESENT,
STU0430,16-05-2024,PRESENT,
STU0347,19-06-2023,PRESENT,
STU0356,29-01-2024,PRESENT,
STU0185,27-06-2024,HALF_DAY,
STU0347,19-12-2023,PRESENT,
STU0485,12-03-2024,PRESENT,
STU0438,31-07-2023,PRESENT,
STU0382,01-03-2024,PRESENT,
STU0324,04-03-2024,PRESENT,
STU0112,15-10-2024,PRESENT,
STU0380,09-07-2025,LATE,
STU0457,31-07-2024,PRESENT,
STU0078,22-08-2025,PRESENT,
STU0034,19-03-2024,PRESENT,
STU0405,28-08-2025,PRESENT,
STU0303,01-11-2024,LATE,
STU0187,18-06-2024,PRESENT,
STU0055,23-06-2025,PRESENT,
STU0430,03-06-2025,PRESENT,
STU0457,15-03-2024,PRESENT,
STU0425,08-02-2024,PRESENT,
STU0136,14-06-2025,PRESENT,
STU0332,16-04-2025,PRESENT,
STU0125,02-07-2024,LATE,
STU0429,03-02-2026,PRESENT,
STU0270,28-08-2024,PRESENT,
STU0324,30-04-2025,PRESENT,
STU0162,26-07-2024,PRESENT,
STU0053,08-12-2025,PRESENT,
STU0275,18-06-2024,ABSENT,Not informed
STU0061,01-11-2024,PRESENT,
STU0395,05-04-2024,PRESENT,
STU0016,03-12-2024,PRESENT,
STU0478,24-06-2023,PRESENT,
STU0110,12-04-2024,LEAVE,Medical leave
STU0143,11-06-2024,ABSENT,Not informed
STU0079,24-06-2023,LEAVE,Medical leave
STU0298,03-10-2023,LEAVE,Family function
STU0216,29-10-2025,PRESENT,
STU0430,20-02-2026,PRESENT,
STU0044,26-11-2024,PRESENT,
STU0211,19-02-2026,PRESENT,
STU0260,05-01-2026,PRESENT,
STU0275,06-02-2025,PRESENT,
STU0461,20-02-2025,PRESENT,
STU0100,03-11-2025,PRESENT,
STU0509,22-01-2024,LATE,
STU0207,17-08-2024,ABSENT,Family event
STU0286,12-01-2026,PRESENT,
STU0476,04-07-2024,PRESENT,
STU0370,06-09-2023,ABSENT,Sick
STU0111,24-06-2023,PRESENT,
STU0211,12-05-2025,PRESENT,
STU0324,16-04-2025,LEAVE,
STU0338,06-07-2024,PRESENT,
STU0157,11-06-2024,ABSENT,
STU0211,22-08-2025,PRESENT,
STU0450,22-01-2024,PRESENT,
STU0212,16-12-2025,PRESENT,
STU0211,02-06-2025,LEAVE,Family function
STU0332,22-08-2025,PRESENT,
STU0382,19-03-2024,PRESENT,
STU0429,05-01-2026,ABSENT,Not informed
STU0125,29-05-2024,PRESENT,
STU0370,14-04-2023,PRESENT,
STU0078,19-06-2023,PRESENT,
STU0066,05-04-2024,PRESENT,
STU0026,21-05-2024,PRESENT,
STU0078,24-06-2023,PRESENT,
STU0105,02-11-2024,PRESENT,
STU0162,02-07-2024,PRESENT,
STU0016,15-07-2024,PRESENT,
STU0086,31-07-2023,PRESENT,
STU0324,21-02-2024,HALF_DAY,
STU0061,12-04-2024,PRESENT,
STU0389,29-05-2024,PRESENT,
STU0044,28-08-2024,PRESENT,
STU0066,30-09-2024,PRESENT,
STU0212,23-08-2025,LATE,
STU0101,06-02-2025,PRESENT,
STU0361,01-02-2024,PRESENT,
STU0365,03-06-2023,PRESENT,
STU0211,29-01-2024,PRESENT,
STU0217,22-08-2025,LATE,
STU0211,15-07-2024,PRESENT,
STU0509,13-06-2023,ABSENT,
STU0136,13-01-2026,PRESENT,
STU0207,08-02-2024,HALF_DAY,
STU0230,06-01-2024,PRESENT,
STU0207,01-11-2024,PRESENT,
STU0046,16-12-2025,LATE,
STU0287,22-08-2025,PRESENT,
STU0101,12-02-2025,PRESENT,
STU0332,16-12-2025,ABSENT,
STU0478,03-06-2023,PRESENT,
STU0316,13-02-2024,LEAVE,
STU0452,26-07-2024,PRESENT,
STU0162,04-07-2024,PRESENT,
STU0207,19-06-2023,PRESENT,
STU0222,26-09-2024,PRESENT,
STU0509,15-03-2024,HALF_DAY,
STU0366,08-07-2023,PRESENT,
STU0403,08-12-2025,PRESENT,
STU0324,10-09-2025,PRESENT,
STU0147,19-06-2023,PRESENT,
STU0332,20-02-2026,PRESENT,
STU0208,17-08-2024,PRESENT,
STU0180,24-04-2023,PRESENT,
STU0274,09-11-2023,PRESENT,
STU0217,14-06-2025,PRESENT,
STU0457,06-01-2024,LATE,
STU0356,03-10-2023,PRESENT,
STU0347,22-01-2024,PRESENT,
STU0278,02-01-2026,PRESENT,
STU0136,29-10-2025,PRESENT,
STU0039,12-02-2026,ABSENT,
STU0052,28-08-2023,PRESENT,
STU0332,30-10-2025,PRESENT,
STU0100,02-01-2026,PRESENT,
STU0079,31-07-2023,PRESENT,
STU0186,01-03-2024,PRESENT,
STU0278,20-06-2025,PRESENT,
STU0125,26-09-2024,PRESENT,
STU0380,16-05-2024,PRESENT,
STU0150,30-10-2025,PRESENT,
STU0010,11-09-2024,PRESENT,
STU0357,30-07-2024,PRESENT,
STU0347,31-07-2023,PRESENT,
STU0324,02-06-2025,PRESENT,
STU0319,06-02-2025,PRESENT,
STU0216,20-04-2023,PRESENT,
STU0079,06-01-2024,PRESENT,
STU0432,10-01-2026,PRESENT,
STU0367,12-05-2025,PRESENT,
STU0270,15-03-2025,PRESENT,
STU0270,04-07-2024,PRESENT,
STU0079,26-09-2023,PRESENT,
STU0491,22-01-2024,PRESENT,
STU0044,20-02-2025,PRESENT,
STU0370,30-11-2023,PRESENT,
STU0366,30-11-2023,PRESENT,
STU0366,02-06-2023,PRESENT,
STU0195,02-06-2025,PRESENT,
STU0278,22-11-2025,PRESENT,
STU0382,30-11-2023,PRESENT,
STU0057,13-02-2024,HALF_DAY,
STU0147,30-10-2025,PRESENT,
STU0041,09-01-2026,PRESENT,
STU0332,05-01-2026,PRESENT,
STU0432,03-02-2026,PRESENT,
STU0162,01-08-2024,PRESENT,
STU0389,15-07-2024,PRESENT,
STU0367,30-10-2025,PRESENT,
STU0254,06-02-2025,PRESENT,
STU0078,05-01-2026,PRESENT,
STU0478,02-06-2023,PRESENT,
STU0430,17-08-2024,PRESENT,
STU0324,09-12-2023,LATE,
STU0258,02-06-2023,PRESENT,
STU0429,23-12-2025,PRESENT,
STU0438,01-02-2024,PRESENT,
STU0073,23-09-2024,PRESENT,
STU0380,12-04-2024,LATE,
STU0078,10-05-2023,PRESENT,
STU0061,15-03-2025,PRESENT,
STU0222,08-03-2025,HALF_DAY,
STU0357,03-10-2023,HALF_DAY,
STU0166,21-02-2024,PRESENT,
STU0298,22-01-2024,PRESENT,
STU0395,12-02-2025,PRESENT,
STU0450,22-06-2023,PRESENT,
STU0366,03-06-2023,PRESENT,
STU0140,07-06-2023,LATE,
STU0452,11-06-2024,PRESENT,
STU0457,06-02-2025,PRESENT,
STU0430,15-10-2024,PRESENT,
STU0272,04-06-2025,PRESENT,
STU0105,12-04-2024,ABSENT,Family event
STU0209,30-10-2025,PRESENT,
STU0101,23-09-2024,PRESENT,
