admission_number,date,status,remarks
59,30-07-2025,PRESENT,
59,31-07-2025,PRESENT,
59,07-08-2025,PRESENT,
59,08-08-2025,PRESENT,
59,15-08-2025,PRESENT,
59,25-08-2025,PRESENT,
59,29-08-2025,PRESENT,
59,30-08-2025,PRESENT,
59,02-09-2025,PRESENT,
59,03-09-2025,ABSENT,Sick
59,04-09-2025,PRESENT,
59,08-09-2025,PRESENT,
59,22-09-2025,PRESENT,
59,02-10-2025,HALF_DAY,
59,05-11-2025,PRESENT,
59,14-11-2025,ABSENT,
59,18-11-2025,PRESENT,
59,28-11-2025,PRESENT,
59,03-12-2025,PRESENT,
59,23-12-2025,PRESENT,
59,08-01-2026,PRESENT,
59,09-01-2026,PRESENT,
59,12-01-2026,PRESENT,
59,02-02-2026,PRESENT,
59,14-02-2026,HALF_DAY,
59,18-02-2026,PRESENT,
59,05-03-2026,PRESENT,
59,06-03-2026,PRESENT,
59,26-03-2026,HALF_DAY,
60,07-07-2025,PRESENT,
60,14-07-2025,ABSENT,Family event
60,23-07-2025,PRESENT,
60,05-08-2025,PRESENT,
60,12-08-2025,PRESENT,
60,16-08-2025,ABSENT,Medical leave
60,16-09-2025,PRESENT,
60,08-10-2025,PRESENT,
60,13-10-2025,ABSENT,Family event
60,15-10-2025,PRESENT,
60,16-10-2025,ABSENT,Not informed
60,21-10-2025,PRESENT,
60,22-10-2025,ABSENT,Not informed
60,24-10-2025,PRESENT,
60,27-10-2025,LATE,
60,03-11-2025,PRESENT,
60,11-11-2025,ABSENT,Medical leave
60,19-11-2025,PRESENT,
60,11-12-2025,PRESENT,
60,02-01-2026,PRESENT,
60,05-01-2026,PRESENT,
60,21-01-2026,LATE,
60,26-01-2026,PRESENT,
60,30-01-2026,PRESENT,
60,07-02-2026,PRESENT,
60,04-03-2026,PRESENT,
60,07-03-2026,PRESENT,
60,17-03-2026,ABSENT,Sick
60,30-03-2026,LATE,
60,31-03-2026,PRESENT,
61,16-07-2025,PRESENT,
61,01-08-2025,HALF_DAY,
61,09-08-2025,ABSENT,Sick
61,13-08-2025,PRESENT,
61,18-08-2025,PRESENT,
61,26-08-2025,LATE,
61,02-09-2025,PRESENT,
61,08-09-2025,PRESENT,
61,16-09-2025,PRESENT,
61,17-09-2025,PRESENT,
61,02-10-2025,LEAVE,Not informed
61,04-10-2025,PRESENT,
61,17-11-2025,LATE,
61,22-11-2025,PRESENT,
61,27-11-2025,ABSENT,Medical leave
61,02-12-2025,ABSENT,Sick
61,04-12-2025,ABSENT,Family event
61,09-12-2025,PRESENT,
61,15-12-2025,ABSENT,Medical leave
61,17-12-2025,PRESENT,
61,24-12-2025,ABSENT,Not informed
61,03-01-2026,PRESENT,
61,20-01-2026,PRESENT,
61,23-01-2026,LEAVE,
61,04-02-2026,PRESENT,
61,05-02-2026,ABSENT,Not informed
61,25-02-2026,PRESENT,
61,28-02-2026,LATE,
61,19-03-2026,HALF_DAY,
61,23-03-2026,LATE,
62,01-08-2025,PRESENT,
62,08-08-2025,PRESENT,
62,09-08-2025,PRESENT,
62,13-08-2025,PRESENT,
62,01-09-2025,PRESENT,
62,11-09-2025,PRESENT,
62,13-09-2025,PRESENT,
62,22-09-2025,PRESENT,
62,01-10-2025,PRESENT,
62,08-10-2025,LEAVE,Not informed
62,16-10-2025,ABSENT,Family event
62,24-10-2025,PRESENT,
62,28-10-2025,ABSENT,
62,13-11-2025,PRESENT,
62,20-12-2025,PRESENT,
62,24-12-2025,PRESENT,
62,25-12-2025,PRESENT,
62,30-12-2025,PRESENT,
62,14-01-2026,PRESENT,
62,17-01-2026,PRESENT,
62,07-02-2026,PRESENT,
62,11-02-2026,PRESENT,
62,12-02-2026,PRESENT,
62,13-02-2026,PRESENT,
62,25-02-2026,PRESENT,
62,04-03-2026,ABSENT,Medical leave
62,14-03-2026,PRESENT,
62,17-03-2026,PRESENT,
62,19-03-2026,PRESENT,
62,30-03-2026,PRESENT,
63,16-07-2025,ABSENT,Sick
63,24-07-2025,LEAVE,Family event
63,12-08-2025,PRESENT,
63,21-08-2025,LATE,
63,06-09-2025,PRESENT,
63,09-09-2025,PRESENT,
63,11-09-2025,ABSENT,Family event
63,26-09-2025,PRESENT,
63,01-10-2025,PRESENT,
63,07-10-2025,PRESENT,
63,09-10-2025,PRESENT,
63,14-10-2025,PRESENT,
63,27-10-2025,ABSENT,Medical leave
63,26-11-2025,PRESENT,
63,01-12-2025,HALF_DAY,
63,03-12-2025,PRESENT,
63,24-12-2025,PRESENT,
63,01-01-2026,PRESENT,
63,10-01-2026,PRESENT,
63,21-01-2026,LATE,
63,28-01-2026,PRESENT,
63,31-01-2026,PRESENT,
63,02-02-2026,ABSENT,Family event
63,05-02-2026,ABSENT,
63,10-02-2026,PRESENT,
63,14-02-2026,PRESENT,
63,03-03-2026,PRESENT,
63,10-03-2026,PRESENT,
63,14-03-2026,HALF_DAY,
63,17-03-2026,PRESENT,
64,09-07-2025,PRESENT,
64,22-07-2025,PRESENT,
64,06-08-2025,ABSENT,Family event
64,16-08-2025,PRESENT,
64,19-08-2025,PRESENT,
64,23-08-2025,PRESENT,
64,03-09-2025,PRESENT,
64,06-09-2025,PRESENT,
64,09-09-2025,PRESENT,
64,01-10-2025,PRESENT,
64,04-10-2025,PRESENT,
64,22-10-2025,ABSENT,Not informed
64,15-11-2025,PRESENT,
64,20-11-2025,PRESENT,
64,27-11-2025,PRESENT,
64,25-12-2025,ABSENT,Medical leave
64,16-01-2026,PRESENT,
64,17-01-2026,PRESENT,
64,24-01-2026,PRESENT,
64,30-01-2026,PRESENT,
64,03-02-2026,PRESENT,
64,07-02-2026,PRESENT,
64,11-02-2026,PRESENT,
64,14-02-2026,ABSENT,
64,03-03-2026,PRESENT,
64,04-03-2026,ABSENT,Medical leave
64,13-03-2026,LEAVE,Sick
64,17-03-2026,LEAVE,Medical leave
64,20-03-2026,ABSENT,Medical leave
64,21-03-2026,PRESENT,
65,09-07-2025,PRESENT,
65,12-07-2025,PRESENT,
65,31-07-2025,PRESENT,
65,04-08-2025,PRESENT,
65,09-08-2025,PRESENT,
65,11-08-2025,PRESENT,
65,12-08-2025,PRESENT,
65,29-08-2025,LATE,
65,11-09-2025,PRESENT,
65,26-09-2025,PRESENT,
65,24-10-2025,PRESENT,
65,29-10-2025,ABSENT,Sick
65,15-11-2025,PRESENT,
65,26-11-2025,PRESENT,
65,27-11-2025,PRESENT,
65,29-11-2025,PRESENT,
65,05-12-2025,PRESENT,
65,24-12-2025,PRESENT,
65,29-12-2025,PRESENT,
65,30-12-2025,PRESENT,
65,10-01-2026,PRESENT,
65,14-01-2026,LATE,
65,15-01-2026,ABSENT,Sick
65,17-01-2026,HALF_DAY,
65,22-01-2026,HALF_DAY,
65,29-01-2026,PRESENT,
65,31-01-2026,ABSENT,Sick
65,13-02-2026,PRESENT,
65,28-02-2026,PRESENT,
65,12-03-2026,ABSENT,Family event
66,07-07-2025,PRESENT,
66,08-07-2025,PRESENT,
66,16-07-2025,ABSENT,
66,18-07-2025,PRESENT,
66,19-07-2025,PRESENT,
66,31-07-2025,PRESENT,
66,01-08-2025,PRESENT,
66,12-08-2025,ABSENT,Not informed
66,13-08-2025,PRESENT,
66,23-08-2025,PRESENT,
66,26-08-2025,PRESENT,
66,05-09-2025,PRESENT,
66,18-09-2025,PRESENT,
66,20-09-2025,PRESENT,
66,03-10-2025,ABSENT,Sick
66,08-10-2025,ABSENT,Sick
66,23-10-2025,PRESENT,
66,10-11-2025,PRESENT,
66,17-11-2025,PRESENT,
66,04-12-2025,PRESENT,
66,16-12-2025,PRESENT,
66,19-12-2025,PRESENT,
66,20-12-2025,PRESENT,
66,25-12-2025,PRESENT,
66,17-01-2026,PRESENT,
66,19-01-2026,PRESENT,
66,16-02-2026,PRESENT,
66,02-03-2026,PRESENT,
66,07-03-2026,PRESENT,
66,25-03-2026,PRESENT,
67,28-07-2025,PRESENT,
67,29-07-2025,ABSENT,
67,31-07-2025,PRESENT,
67,18-08-2025,PRESENT,
67,23-08-2025,PRESENT,
67,02-09-2025,PRESENT,
67,05-09-2025,PRESENT,
67,20-09-2025,PRESENT,
67,22-09-2025,PRESENT,
67,24-09-2025,PRESENT,
67,25-10-2025,PRESENT,
67,28-10-2025,PRESENT,
67,03-11-2025,PRESENT,
67,10-11-2025,PRESENT,
67,19-11-2025,PRESENT,
67,13-12-2025,PRESENT,
67,17-12-2025,PRESENT,
67,08-01-2026,ABSENT,
67,10-01-2026,PRESENT,
67,12-01-2026,PRESENT,
67,15-01-2026,PRESENT,
67,16-01-2026,ABSENT,Sick
67,24-01-2026,PRESENT,
67,29-01-2026,PRESENT,
67,30-01-2026,LEAVE,Not informed
67,04-02-2026,PRESENT,
67,09-02-2026,PRESENT,
67,10-02-2026,PRESENT,
67,25-03-2026,PRESENT,
67,28-03-2026,PRESENT,
68,21-07-2025,PRESENT,
68,04-08-2025,LATE,
68,05-08-2025,ABSENT,
68,06-08-2025,PRESENT,
68,12-08-2025,PRESENT,
68,26-08-2025,PRESENT,
68,27-08-2025,PRESENT,
68,29-08-2025,PRESENT,
68,10-09-2025,PRESENT,
68,25-09-2025,PRESENT,
68,29-09-2025,PRESENT,
68,06-10-2025,ABSENT,
68,09-10-2025,LATE,
68,18-10-2025,PRESENT,
68,27-10-2025,ABSENT,Family event
68,30-10-2025,PRESENT,
68,29-11-2025,PRESENT,
68,10-12-2025,PRESENT,
68,11-12-2025,LATE,
68,18-12-2025,PRESENT,
68,24-12-2025,PRESENT,
68,29-12-2025,LATE,
68,03-01-2026,ABSENT,Not informed
68,31-01-2026,LATE,
68,09-02-2026,LEAVE,Family event
68,16-02-2026,ABSENT,
68,25-02-2026,PRESENT,
68,04-03-2026,LATE,
68,09-03-2026,PRESENT,
68,31-03-2026,PRESENT,
69,23-07-2025,HALF_DAY,
69,29-07-2025,PRESENT,
69,30-07-2025,PRESENT,
69,31-07-2025,PRESENT,
69,01-08-2025,PRESENT,
69,02-08-2025,PRESENT,
69,25-08-2025,ABSENT,
69,12-09-2025,LATE,
69,16-09-2025,PRESENT,
69,26-09-2025,PRESENT,
69,30-09-2025,PRESENT,
69,06-10-2025,PRESENT,
69,08-10-2025,ABSENT,
69,20-10-2025,ABSENT,Sick
69,05-11-2025,PRESENT,
69,11-11-2025,PRESENT,
69,14-11-2025,PRESENT,
69,22-11-2025,PRESENT,
69,03-12-2025,HALF_DAY,
69,09-12-2025,PRESENT,
69,25-12-2025,LATE,
69,12-01-2026,PRESENT,
69,05-02-2026,ABSENT,
69,09-02-2026,HALF_DAY,
69,21-02-2026,PRESENT,
69,02-03-2026,PRESENT,
69,06-03-2026,LATE,
69,09-03-2026,ABSENT,
69,16-03-2026,ABSENT,
69,17-03-2026,PRESENT,
70,22-07-2025,PRESENT,
70,29-07-2025,PRESENT,
70,08-08-2025,PRESENT,
70,11-08-2025,PRESENT,
70,15-08-2025,PRESENT,
70,26-08-2025,LATE,
70,27-08-2025,ABSENT,
70,11-09-2025,PRESENT,
70,18-09-2025,PRESENT,
70,01-10-2025,PRESENT,
70,03-10-2025,ABSENT,
70,15-10-2025,PRESENT,
70,20-10-2025,PRESENT,
70,23-10-2025,PRESENT,
70,25-10-2025,PRESENT,
70,28-10-2025,PRESENT,
70,10-11-2025,PRESENT,
70,17-11-2025,PRESENT,
70,01-12-2025,PRESENT,
70,06-12-2025,PRESENT,
70,10-12-2025,PRESENT,
70,15-12-2025,PRESENT,
70,03-01-2026,PRESENT,
70,23-01-2026,PRESENT,
70,24-01-2026,PRESENT,
70,19-02-2026,PRESENT,
70,20-02-2026,LATE,
70,13-03-2026,PRESENT,
70,26-03-2026,PRESENT,
70,28-03-2026,PRESENT,
71,08-07-2025,PRESENT,
71,09-07-2025,PRESENT,
71,31-07-2025,PRESENT,
71,05-08-2025,PRESENT,
71,07-08-2025,HALF_DAY,
71,12-08-2025,PRESENT,
71,21-08-2025,PRESENT,
71,29-08-2025,PRESENT,
71,03-09-2025,LATE,
71,11-09-2025,PRESENT,
71,19-09-2025,PRESENT,
71,24-09-2025,PRESENT,
71,03-10-2025,PRESENT,
71,23-10-2025,PRESENT,
71,25-10-2025,PRESENT,
71,01-11-2025,PRESENT,
71,06-11-2025,PRESENT,
71,11-11-2025,HALF_DAY,
71,12-11-2025,PRESENT,
71,14-11-2025,PRESENT,
71,24-11-2025,PRESENT,
71,28-11-2025,ABSENT,Family event
71,29-11-2025,PRESENT,
71,06-12-2025,ABSENT,Not informed
71,11-12-2025,PRESENT,
71,13-12-2025,PRESENT,
71,19-01-2026,PRESENT,
71,20-02-2026,PRESENT,
71,13-03-2026,PRESENT,
71,21-03-2026,ABSENT,Family event
72,10-07-2025,LATE,
72,12-07-2025,PRESENT,
72,22-07-2025,PRESENT,
72,07-08-2025,PRESENT,
72,08-08-2025,PRESENT,
72,13-08-2025,PRESENT,
72,14-08-2025,PRESENT,
72,21-08-2025,PRESENT,
72,15-09-2025,HALF_DAY,
72,11-10-2025,PRESENT,
72,16-10-2025,PRESENT,
72,17-10-2025,PRESENT,
72,30-10-2025,PRESENT,
72,03-11-2025,LATE,
72,11-11-2025,PRESENT,
72,03-12-2025,PRESENT,
72,31-12-2025,PRESENT,
72,24-01-2026,PRESENT,
72,27-01-2026,LEAVE,Sick
72,07-02-2026,PRESENT,
72,12-02-2026,ABSENT,Family event
72,16-02-2026,ABSENT,Medical leave
72,19-02-2026,PRESENT,
72,20-02-2026,PRESENT,
72,24-02-2026,LATE,
72,27-02-2026,PRESENT,
72,10-03-2026,ABSENT,
72,14-03-2026,PRESENT,
72,24-03-2026,PRESENT,
72,26-03-2026,PRESENT,
73,11-07-2025,PRESENT,
73,17-07-2025,PRESENT,
73,22-07-2025,PRESENT,
73,02-08-2025,ABSENT,Sick
73,11-08-2025,PRESENT,
73,14-08-2025,PRESENT,
73,19-08-2025,PRESENT,
73,20-08-2025,PRESENT,
73,02-09-2025,PRESENT,
73,04-09-2025,PRESENT,
73,10-09-2025,LATE,
73,12-09-2025,PRESENT,
73,13-09-2025,PRESENT,
73,26-09-2025,PRESENT,
73,06-10-2025,PRESENT,
73,15-10-2025,PRESENT,
73,28-10-2025,PRESENT,
73,03-11-2025,PRESENT,
73,05-11-2025,PRESENT,
73,11-11-2025,ABSENT,Not informed
73,26-11-2025,PRESENT,
73,10-12-2025,PRESENT,
73,30-12-2025,PRESENT,
73,06-01-2026,PRESENT,
73,10-01-2026,PRESENT,
73,12-01-2026,PRESENT,
73,31-01-2026,PRESENT,
73,16-03-2026,PRESENT,
73,18-03-2026,PRESENT,
73,27-03-2026,PRESENT,
74,10-07-2025,PRESENT,
74,01-08-2025,ABSENT,
74,04-08-2025,PRESENT,
74,07-08-2025,PRESENT,
74,08-08-2025,PRESENT,
74,14-08-2025,ABSENT,Family event
74,06-09-2025,PRESENT,
74,15-09-2025,LATE,
74,26-09-2025,PRESENT,
74,04-10-2025,PRESENT,
74,13-10-2025,PRESENT,
74,14-10-2025,PRESENT,
74,22-10-2025,PRESENT,
74,23-10-2025,PRESENT,
74,25-10-2025,PRESENT,
74,29-10-2025,LATE,
74,11-12-2025,PRESENT,
74,18-12-2025,HALF_DAY,
74,27-12-2025,PRESENT,
74,29-12-2025,PRESENT,
74,02-01-2026,LATE,
74,16-01-2026,PRESENT,
74,22-01-2026,PRESENT,
74,26-01-2026,PRESENT,
74,12-02-2026,PRESENT,
74,13-02-2026,PRESENT,
74,21-02-2026,PRESENT,
74,24-02-2026,LATE,
74,05-03-2026,PRESENT,
74,17-03-2026,HALF_DAY,
75,12-07-2025,PRESENT,
75,19-07-2025,PRESENT,
75,24-07-2025,ABSENT,
75,26-07-2025,PRESENT,
75,11-08-2025,PRESENT,
75,14-08-2025,PRESENT,
75,25-08-2025,PRESENT,
75,01-09-2025,HALF_DAY,
75,26-09-2025,PRESENT,
75,01-10-2025,PRESENT,
75,17-10-2025,PRESENT,
75,23-10-2025,LEAVE,Medical leave
75,08-11-2025,PRESENT,
75,13-11-2025,PRESENT,
75,17-11-2025,PRESENT,
75,27-11-2025,PRESENT,
75,03-12-2025,PRESENT,
75,10-12-2025,PRESENT,
75,20-12-2025,PRESENT,
75,22-12-2025,PRESENT,
75,01-01-2026,PRESENT,
75,10-01-2026,PRESENT,
75,29-01-2026,ABSENT,Sick
75,30-01-2026,PRESENT,
75,05-02-2026,PRESENT,
75,12-02-2026,PRESENT,
75,27-02-2026,LATE,
75,28-02-2026,LATE,
75,16-03-2026,PRESENT,
75,18-03-2026,PRESENT,
76,07-07-2025,ABSENT,
76,18-07-2025,PRESENT,
76,19-07-2025,PRESENT,
76,22-07-2025,PRESENT,
76,09-08-2025,LATE,
76,11-08-2025,PRESENT,
76,15-08-2025,PRESENT,
76,19-08-2025,LATE,
76,26-08-2025,PRESENT,
76,06-09-2025,PRESENT,
76,10-09-2025,PRESENT,
76,11-09-2025,PRESENT,
76,15-09-2025,PRESENT,
76,18-09-2025,PRESENT,
76,24-09-2025,ABSENT,Sick
76,25-09-2025,PRESENT,
76,27-09-2025,PRESENT,
76,01-10-2025,LATE,
76,02-10-2025,PRESENT,
76,04-10-2025,PRESENT,
76,17-10-2025,PRESENT,
76,12-12-2025,PRESENT,
76,18-12-2025,PRESENT,
76,13-01-2026,ABSENT,
76,14-01-2026,PRESENT,
76,16-01-2026,LATE,
76,03-02-2026,HALF_DAY,
76,27-02-2026,ABSENT,Medical leave
76,18-03-2026,ABSENT,Not informed
76,30-03-2026,ABSENT,
77,02-08-2025,PRESENT,
77,19-08-2025,LATE,
77,21-08-2025,PRESENT,
77,28-08-2025,ABSENT,Not informed
77,29-08-2025,PRESENT,
77,30-08-2025,PRESENT,
77,01-09-2025,PRESENT,
77,05-09-2025,PRESENT,
77,10-09-2025,PRESENT,
77,13-09-2025,ABSENT,
77,24-09-2025,PRESENT,
77,11-10-2025,PRESENT,
77,24-10-2025,PRESENT,
77,01-11-2025,PRESENT,
77,13-11-2025,PRESENT,
77,15-11-2025,PRESENT,
77,17-11-2025,PRESENT,
77,20-11-2025,ABSENT,Medical leave
77,26-11-2025,PRESENT,
77,01-12-2025,LATE,
77,18-12-2025,PRESENT,
77,23-12-2025,PRESENT,
77,26-12-2025,LATE,
77,10-01-2026,HALF_DAY,
77,07-02-2026,PRESENT,
77,09-02-2026,PRESENT,
77,16-02-2026,PRESENT,
77,04-03-2026,PRESENT,
77,07-03-2026,PRESENT,
77,30-03-2026,PRESENT,
78,09-07-2025,PRESENT,
78,10-07-2025,PRESENT,
78,19-07-2025,PRESENT,
78,31-07-2025,PRESENT,
78,07-08-2025,PRESENT,
78,08-08-2025,PRESENT,
78,14-08-2025,PRESENT,
78,16-08-2025,PRESENT,
78,18-08-2025,PRESENT,
78,04-09-2025,ABSENT,Not informed
78,18-09-2025,ABSENT,
78,24-09-2025,PRESENT,
78,15-10-2025,PRESENT,
78,26-11-2025,PRESENT,
78,15-12-2025,PRESENT,
78,22-12-2025,PRESENT,
78,01-01-2026,PRESENT,
78,09-01-2026,PRESENT,
78,14-01-2026,PRESENT,
78,03-02-2026,PRESENT,
78,11-02-2026,PRESENT,
78,18-02-2026,PRESENT,
78,19-02-2026,PRESENT,
78,21-02-2026,PRESENT,
78,27-02-2026,PRESENT,
78,10-03-2026,PRESENT,
78,11-03-2026,PRESENT,
78,12-03-2026,PRESENT,
78,19-03-2026,PRESENT,
78,28-03-2026,ABSENT,Not informed
79,19-07-2025,ABSENT,Medical leave
79,29-07-2025,PRESENT,
79,31-07-2025,ABSENT,Not informed
79,06-08-2025,PRESENT,
79,08-08-2025,PRESENT,
79,11-08-2025,PRESENT,
79,20-08-2025,PRESENT,
79,26-08-2025,PRESENT,
79,28-08-2025,PRESENT,
79,29-08-2025,ABSENT,Not informed
79,11-09-2025,PRESENT,
79,29-09-2025,LATE,
79,14-10-2025,PRESENT,
79,21-10-2025,PRESENT,
79,22-10-2025,PRESENT,
79,29-10-2025,LEAVE,Family event
79,11-11-2025,PRESENT,
79,29-11-2025,PRESENT,
79,11-12-2025,PRESENT,
79,01-01-2026,PRESENT,
79,02-01-2026,LATE,
79,06-01-2026,PRESENT,
79,27-01-2026,PRESENT,
79,05-02-2026,PRESENT,
79,09-03-2026,PRESENT,
79,11-03-2026,PRESENT,
79,23-03-2026,LATE,
79,26-03-2026,PRESENT,
79,28-03-2026,PRESENT,
79,31-03-2026,PRESENT,
80,13-08-2025,PRESENT,
80,16-08-2025,PRESENT,
80,29-08-2025,PRESENT,
80,12-09-2025,LATE,
80,17-09-2025,PRESENT,
80,09-10-2025,PRESENT,
80,10-10-2025,PRESENT,
80,14-10-2025,LEAVE,Family event
80,20-10-2025,ABSENT,Sick
80,29-10-2025,PRESENT,
80,06-11-2025,PRESENT,
80,08-11-2025,PRESENT,
80,10-11-2025,PRESENT,
80,27-11-2025,PRESENT,
80,01-12-2025,PRESENT,
80,02-12-2025,PRESENT,
80,12-12-2025,PRESENT,
80,13-12-2025,PRESENT,
80,17-12-2025,PRESENT,
80,02-01-2026,PRESENT,
80,12-01-2026,PRESENT,
80,17-01-2026,PRESENT,
80,29-01-2026,LEAVE,Family event
80,20-02-2026,PRESENT,
80,28-02-2026,PRESENT,
80,02-03-2026,PRESENT,
80,03-03-2026,PRESENT,
80,11-03-2026,PRESENT,
80,23-03-2026,PRESENT,
80,26-03-2026,PRESENT,
81,14-07-2025,PRESENT,
81,15-07-2025,PRESENT,
81,22-07-2025,PRESENT,
81,23-07-2025,PRESENT,
81,28-07-2025,PRESENT,
81,30-07-2025,HALF_DAY,
81,07-08-2025,PRESENT,
81,11-08-2025,PRESENT,
81,16-08-2025,HALF_DAY,
81,18-08-2025,PRESENT,
81,19-08-2025,HALF_DAY,
81,22-08-2025,PRESENT,
81,11-09-2025,ABSENT,Not informed
81,17-09-2025,PRESENT,
81,23-10-2025,PRESENT,
81,25-10-2025,LATE,
81,27-10-2025,PRESENT,
81,10-11-2025,PRESENT,
81,26-11-2025,ABSENT,Sick
81,26-12-2025,PRESENT,
81,31-12-2025,PRESENT,
81,20-01-2026,PRESENT,
81,30-01-2026,PRESENT,
81,31-01-2026,ABSENT,Sick
81,02-02-2026,PRESENT,
81,10-02-2026,HALF_DAY,
81,14-02-2026,PRESENT,
81,10-03-2026,PRESENT,
81,21-03-2026,PRESENT,
81,24-03-2026,PRESENT,
82,23-07-2025,HALF_DAY,
82,02-08-2025,PRESENT,
82,13-08-2025,PRESENT,
82,22-08-2025,PRESENT,
82,30-08-2025,ABSENT,Medical leave
82,08-09-2025,PRESENT,
82,10-09-2025,PRESENT,
82,12-09-2025,ABSENT,Medical leave
82,22-09-2025,PRESENT,
82,25-09-2025,PRESENT,
82,06-10-2025,PRESENT,
82,27-10-2025,PRESENT,
82,31-10-2025,ABSENT,Medical leave
82,01-11-2025,PRESENT,
82,03-11-2025,PRESENT,
82,10-11-2025,PRESENT,
82,19-11-2025,PRESENT,
82,03-12-2025,PRESENT,
82,09-12-2025,PRESENT,
82,18-12-2025,PRESENT,
82,24-12-2025,LEAVE,Not informed
82,07-01-2026,PRESENT,
82,26-01-2026,PRESENT,
82,03-02-2026,PRESENT,
82,04-02-2026,PRESENT,
82,13-02-2026,PRESENT,
82,11-03-2026,PRESENT,
82,12-03-2026,PRESENT,
82,25-03-2026,PRESENT,
82,28-03-2026,PRESENT,
83,09-07-2025,HALF_DAY,
83,16-07-2025,PRESENT,
83,19-07-2025,LATE,
83,21-07-2025,PRESENT,
83,31-07-2025,PRESENT,
83,02-08-2025,ABSENT,Sick
83,01-09-2025,PRESENT,
83,02-09-2025,PRESENT,
83,04-09-2025,LATE,
83,16-09-2025,PRESENT,
83,24-09-2025,PRESENT,
83,29-09-2025,PRESENT,
83,07-10-2025,LEAVE,Family event
83,08-10-2025,PRESENT,
83,21-10-2025,PRESENT,
83,01-11-2025,PRESENT,
83,27-11-2025,PRESENT,
83,03-12-2025,PRESENT,
83,18-12-2025,PRESENT,
83,22-12-2025,PRESENT,
83,23-12-2025,PRESENT,
83,13-01-2026,PRESENT,
83,16-02-2026,ABSENT,Medical leave
83,17-02-2026,PRESENT,
83,27-02-2026,ABSENT,Sick
83,09-03-2026,LATE,
83,16-03-2026,PRESENT,
83,17-03-2026,PRESENT,
83,28-03-2026,ABSENT,Family event
83,31-03-2026,LEAVE,Family event
84,18-07-2025,PRESENT,
84,29-07-2025,PRESENT,
84,14-08-2025,PRESENT,
84,21-08-2025,LEAVE,Not informed
84,06-09-2025,PRESENT,
84,16-09-2025,PRESENT,
84,01-10-2025,PRESENT,
84,15-10-2025,PRESENT,
84,16-10-2025,PRESENT,
84,22-10-2025,PRESENT,
84,30-10-2025,PRESENT,
84,12-11-2025,PRESENT,
84,17-11-2025,PRESENT,
84,02-12-2025,PRESENT,
84,03-12-2025,PRESENT,
84,08-12-2025,PRESENT,
84,09-12-2025,PRESENT,
84,23-12-2025,PRESENT,
84,03-01-2026,PRESENT,
84,05-01-2026,PRESENT,
84,08-01-2026,PRESENT,
84,09-01-2026,LATE,
84,16-01-2026,LEAVE,Medical leave
84,26-01-2026,PRESENT,
84,04-02-2026,PRESENT,
84,09-02-2026,PRESENT,
84,20-02-2026,HALF_DAY,
84,23-02-2026,PRESENT,
84,26-02-2026,ABSENT,Family event
84,27-03-2026,PRESENT,
85,18-07-2025,PRESENT,
85,23-07-2025,ABSENT,
85,31-07-2025,PRESENT,
85,14-08-2025,PRESENT,
85,23-09-2025,PRESENT,
85,30-09-2025,PRESENT,
85,08-10-2025,PRESENT,
85,23-10-2025,PRESENT,
85,25-10-2025,PRESENT,
85,03-11-2025,PRESENT,
85,05-11-2025,PRESENT,
85,06-11-2025,PRESENT,
85,14-11-2025,PRESENT,
85,18-11-2025,PRESENT,
85,28-11-2025,ABSENT,Sick
85,04-12-2025,PRESENT,
85,06-12-2025,PRESENT,
85,23-12-2025,PRESENT,
85,07-01-2026,ABSENT,
85,08-01-2026,PRESENT,
85,14-01-2026,PRESENT,
85,26-01-2026,PRESENT,
85,12-02-2026,PRESENT,
85,09-03-2026,LATE,
85,19-03-2026,PRESENT,
85,20-03-2026,PRESENT,
85,21-03-2026,LEAVE,Medical leave
85,26-03-2026,PRESENT,
85,27-03-2026,PRESENT,
85,28-03-2026,PRESENT,
86,16-07-2025,PRESENT,
86,17-07-2025,PRESENT,
86,24-07-2025,PRESENT,
86,25-07-2025,PRESENT,
86,09-08-2025,HALF_DAY,
86,19-08-2025,ABSENT,Medical leave
86,21-08-2025,PRESENT,
86,08-09-2025,PRESENT,
86,27-09-2025,ABSENT,Family event
86,09-10-2025,PRESENT,
86,16-10-2025,PRESENT,
86,22-10-2025,PRESENT,
86,28-10-2025,PRESENT,
86,12-11-2025,PRESENT,
86,19-11-2025,PRESENT,
86,24-11-2025,PRESENT,
86,25-11-2025,LATE,
86,28-11-2025,PRESENT,
86,16-12-2025,PRESENT,
86,23-12-2025,PRESENT,
86,01-01-2026,PRESENT,
86,02-01-2026,ABSENT,Not informed
86,13-01-2026,PRESENT,
86,31-01-2026,PRESENT,
86,12-02-2026,PRESENT,
86,23-02-2026,PRESENT,
86,27-02-2026,PRESENT,
86,21-03-2026,HALF_DAY,
86,25-03-2026,PRESENT,
86,30-03-2026,PRESENT,
87,09-07-2025,HALF_DAY,
87,29-07-2025,LATE,
87,19-08-2025,LATE,
87,23-08-2025,PRESENT,
87,03-09-2025,PRESENT,
87,10-10-2025,PRESENT,
87,18-10-2025,PRESENT,
87,20-10-2025,PRESENT,
87,30-10-2025,PRESENT,
87,08-11-2025,PRESENT,
87,13-11-2025,PRESENT,
87,25-11-2025,ABSENT,Medical leave
87,27-11-2025,PRESENT,
87,13-12-2025,PRESENT,
87,20-12-2025,LATE,
87,24-12-2025,PRESENT,
