invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV/2025-26/000658,48,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000659,49,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000660,49,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000661,49,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000662,49,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000663,49,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000664,49,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000665,49,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000666,49,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000667,49,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000668,49,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000669,49,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000670,49,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000671,49,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000672,49,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000673,50,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000674,50,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000675,50,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000676,50,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000677,50,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000678,50,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000679,50,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000680,50,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000681,50,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000682,50,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000683,50,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000684,50,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000685,50,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000686,50,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000687,51,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000688,51,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000689,51,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000690,51,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000691,51,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000692,51,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000693,51,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000694,51,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000695,51,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000696,51,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000697,51,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000698,51,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000699,51,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000700,51,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000701,52,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000702,52,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000703,52,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000704,52,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000705,52,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000706,52,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000707,52,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000708,52,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000709,52,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000710,52,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000711,52,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000712,52,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000713,52,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000714,52,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000715,53,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000716,53,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000717,53,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000718,53,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000719,53,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000720,53,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000721,53,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000722,53,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000723,53,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000724,53,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000725,53,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000726,53,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000727,53,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000728,53,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000729,54,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000730,54,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000731,54,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000732,54,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000733,54,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000734,54,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000735,54,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000736,54,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000737,54,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000738,54,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000739,54,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000740,54,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000741,54,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000742,54,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000743,55,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000744,55,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000745,55,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000746,55,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000747,55,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000748,55,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000749,55,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000750,55,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000751,55,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000752,55,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000753,55,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000754,55,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000755,55,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000756,55,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000757,56,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000758,56,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000759,56,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000760,56,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000761,56,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000762,56,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000763,56,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000764,56,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000765,56,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000766,56,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000767,56,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000768,56,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000769,56,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000770,56,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000771,57,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000772,57,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000773,57,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000774,57,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000775,57,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000776,57,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000777,57,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000778,57,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000779,57,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000780,57,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000781,57,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000782,57,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000783,57,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000784,57,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000785,58,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000786,58,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000787,58,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000788,58,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000789,58,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000790,58,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000791,58,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000792,58,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000793,58,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000794,58,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000795,58,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000796,58,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000797,58,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000798,58,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000799,59,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000800,59,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000801,59,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000802,59,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000803,59,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000804,59,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000805,59,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000806,59,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000807,59,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000808,59,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000809,59,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000810,59,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000811,59,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000812,59,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000813,60,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000814,60,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000815,60,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000816,60,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000817,60,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000818,60,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000819,60,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000820,60,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000821,60,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000822,60,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000823,60,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000824,60,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000825,60,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000826,60,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000827,61,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000828,61,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000829,61,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000830,61,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000831,61,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000832,61,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000833,61,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000834,61,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000835,61,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000836,61,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000837,61,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000838,61,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000839,61,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000840,61,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000841,62,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000842,62,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000843,62,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000844,62,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000845,62,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000846,62,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000847,62,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000848,62,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000849,62,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000850,62,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000851,62,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000852,62,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000853,62,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000854,62,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000855,63,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000856,63,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000857,63,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000858,63,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000859,63,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000860,63,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000861,63,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000862,63,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000863,63,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000864,63,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000865,63,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000866,63,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000867,63,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000868,63,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000869,64,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000870,64,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000871,64,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000872,64,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000873,64,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000874,64,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000875,64,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000876,64,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000877,64,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000878,64,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000879,64,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000880,64,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000881,64,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000882,64,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000883,65,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000884,65,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000885,65,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000886,65,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000887,65,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000888,65,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000889,65,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000890,65,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000891,65,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000892,65,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000893,65,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000894,65,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000895,65,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000896,65,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000897,66,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000898,66,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000899,66,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000900,66,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000901,66,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000902,66,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000903,66,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000904,66,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000905,66,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000906,66,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000907,66,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000908,66,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000909,66,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000910,66,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000911,67,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000912,67,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000913,67,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000914,67,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000915,67,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000916,67,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000917,67,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000918,67,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000919,67,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000920,67,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000921,67,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000922,67,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000923,67,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000924,67,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000925,68,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000926,68,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000927,68,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000928,68,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000929,68,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000930,68,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000931,68,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000932,68,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000933,68,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000934,68,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000935,68,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000936,68,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000937,68,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000938,68,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000939,69,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000940,69,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000941,69,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000942,69,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000943,69,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000944,69,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000945,69,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000946,69,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000947,69,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000948,69,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000949,69,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000950,69,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000951,69,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000952,69,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000953,70,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000954,70,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000955,70,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000956,70,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000957,70,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000958,70,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000959,70,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000960,70,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000961,70,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000962,70,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000963,70,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000964,70,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000965,70,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000966,70,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000967,71,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000968,71,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000969,71,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000970,71,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000971,71,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000972,71,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000973,71,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000974,71,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000975,71,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000976,71,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000977,71,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000978,71,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000979,71,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000980,71,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000981,72,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000982,72,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000983,72,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000984,72,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000985,72,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000986,72,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
