receipt_number,invoice_number,amount_paid,payment_date,payment_mode,remarks
RCP-INV-STU20240244-01-2,INV-STU20240244-01,313.77,07-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240244-02-1,INV-STU20240244-02,2241.59,18-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240245-01-1,INV-STU20240245-01,1025.75,21-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240245-01-2,INV-STU20240245-01,1857.67,24-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240247-01-1,INV-STU20240247-01,340.84,22-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240248-01-1,INV-STU20240248-01,605.01,15-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240248-01-2,INV-STU20240248-01,460.30,09-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240248-02-1,INV-STU20240248-02,317.45,18-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240249-02-1,INV-STU20240249-02,851.57,04-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240249-02-2,INV-STU20240249-02,1223.89,07-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240250-02-1,INV-STU20240250-02,1496.41,26-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240251-01-1,INV-STU20240251-01,1831.50,02-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240251-02-1,INV-STU20240251-02,1362.36,14-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240252-01-1,INV-STU20240252-01,1974.36,06-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240252-02-1,INV-STU20240252-02,825.22,03-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240253-01-1,INV-STU20240253-01,2103.43,22-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240253-01-2,INV-STU20240253-01,421.81,02-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240253-02-1,INV-STU20240253-02,1489.66,08-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240253-02-2,INV-STU20240253-02,420.29,04-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240254-02-1,INV-STU20240254-02,1639.70,06-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240255-02-1,INV-STU20240255-02,1320.35,08-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240255-02-2,INV-STU20240255-02,1752.32,08-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240256-01-1,INV-STU20240256-01,2495.99,18-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240256-02-1,INV-STU20240256-02,1275.41,23-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240256-02-2,INV-STU20240256-02,2120.30,02-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240257-01-1,INV-STU20240257-01,299.13,11-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240257-01-2,INV-STU20240257-01,1978.74,24-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240257-02-1,INV-STU20240257-02,1286.28,31-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240257-02-2,INV-STU20240257-02,1523.86,01-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240258-02-1,INV-STU20240258-02,1941.37,27-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240259-01-1,INV-STU20240259-01,1424.56,16-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240260-01-1,INV-STU20240260-01,2316.40,19-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240261-01-1,INV-STU20240261-01,2479.48,27-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240261-01-2,INV-STU20240261-01,202.94,03-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240261-02-1,INV-STU20240261-02,1793.35,13-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240262-01-1,INV-STU20240262-01,556.12,02-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240262-01-2,INV-STU20240262-01,1019.80,12-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240262-02-1,INV-STU20240262-02,1675.16,26-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240266-02-1,INV-STU20240266-02,3028.04,27-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240268-01-1,INV-STU20240268-01,905.92,29-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240268-01-2,INV-STU20240268-01,538.87,27-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240268-02-1,INV-STU20240268-02,1042.94,11-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240268-02-2,INV-STU20240268-02,757.02,11-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240269-01-1,INV-STU20240269-01,2254.11,17-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240269-02-1,INV-STU20240269-02,2138.64,20-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240269-02-2,INV-STU20240269-02,1199.36,06-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240270-02-1,INV-STU20240270-02,1995.74,11-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240270-02-2,INV-STU20240270-02,909.37,08-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240271-01-1,INV-STU20240271-01,528.60,08-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240271-01-2,INV-STU20240271-01,448.19,24-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240272-01-1,INV-STU20240272-01,2926.74,13-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240272-02-1,INV-STU20240272-02,2067.73,06-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240273-02-1,INV-STU20240273-02,1045.31,25-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240273-02-2,INV-STU20240273-02,1174.82,14-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240274-02-1,INV-STU20240274-02,3447.02,28-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240275-02-1,INV-STU20240275-02,1984.22,30-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240275-02-2,INV-STU20240275-02,514.30,27-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240276-01-1,INV-STU20240276-01,2180.14,11-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240277-01-1,INV-STU20240277-01,577.58,23-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240277-01-2,INV-STU20240277-01,1429.73,25-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240277-02-1,INV-STU20240277-02,2983.94,08-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240279-01-1,INV-STU20240279-01,753.57,03-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240279-01-2,INV-STU20240279-01,987.52,04-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240279-02-1,INV-STU20240279-02,2336.09,24-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240281-01-1,INV-STU20240281-01,450.58,17-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240281-01-2,INV-STU20240281-01,1815.00,09-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240281-02-1,INV-STU20240281-02,2112.98,24-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240282-02-1,INV-STU20240282-02,1121.39,25-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240282-02-2,INV-STU20240282-02,999.85,13-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240283-01-1,INV-STU20240283-01,1673.05,20-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240283-02-1,INV-STU20240283-02,2903.80,28-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240284-01-1,INV-STU20240284-01,1573.23,05-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240285-01-1,INV-STU20240285-01,978.83,12-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240285-01-2,INV-STU20240285-01,506.72,05-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240285-02-1,INV-STU20240285-02,2376.57,10-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240285-02-2,INV-STU20240285-02,104.74,22-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240286-01-1,INV-STU20240286-01,1873.01,15-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240286-01-2,INV-STU20240286-01,840.42,06-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240286-02-1,INV-STU20240286-02,3421.24,30-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240287-01-1,INV-STU20240287-01,165.58,23-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240288-01-1,INV-STU20240288-01,2704.03,30-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240288-01-2,INV-STU20240288-01,118.75,19-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240288-02-1,INV-STU20240288-02,2942.67,26-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240288-02-2,INV-STU20240288-02,435.50,13-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240289-02-1,INV-STU20240289-02,1492.13,20-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240289-02-2,INV-STU20240289-02,1120.73,29-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240290-01-1,INV-STU20240290-01,1358.01,18-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240290-01-2,INV-STU20240290-01,105.32,24-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240290-02-1,INV-STU20240290-02,116.44,16-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240290-02-2,INV-STU20240290-02,2799.13,15-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240292-01-1,INV-STU20240292-01,1698.61,01-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240292-01-2,INV-STU20240292-01,1256.16,05-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240293-01-1,INV-STU20240293-01,873.16,23-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240293-02-1,INV-STU20240293-02,3245.68,17-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240293-02-2,INV-STU20240293-02,199.78,09-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240294-01-1,INV-STU20240294-01,2883.91,28-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240294-01-2,INV-STU20240294-01,112.61,26-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240294-02-1,INV-STU20240294-02,2484.36,26-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240294-02-2,INV-STU20240294-02,849.48,26-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240296-01-1,INV-STU20240296-01,2331.37,17-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240297-01-1,INV-STU20240297-01,1222.70,22-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240297-01-2,INV-STU20240297-01,939.47,29-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240297-02-1,INV-STU20240297-02,3358.92,27-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240298-01-1,INV-STU20240298-01,1680.70,26-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240298-01-2,INV-STU20240298-01,627.38,03-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240298-02-1,INV-STU20240298-02,2910.03,21-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240298-02-2,INV-STU20240298-02,240.59,13-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240299-01-1,INV-STU20240299-01,1502.29,11-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240299-01-2,INV-STU20240299-01,1277.09,07-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240299-02-1,INV-STU20240299-02,3017.84,01-02-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240300-01-1,INV-STU20240300-01,2321.23,08-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240300-02-1,INV-STU20240300-02,1840.46,03-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240301-01-1,INV-STU20240301-01,1606.35,12-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240301-01-2,INV-STU20240301-01,1219.46,10-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240301-02-1,INV-STU20240301-02,1956.89,09-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240301-02-2,INV-STU20240301-02,765.72,07-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240302-02-1,INV-STU20240302-02,297.87,19-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240303-01-1,INV-STU20240303-01,1552.11,24-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240303-01-2,INV-STU20240303-01,192.50,19-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240304-01-1,INV-STU20240304-01,284.80,11-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240304-01-2,INV-STU20240304-01,2197.49,04-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240304-02-1,INV-STU20240304-02,2493.40,16-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240304-02-2,INV-STU20240304-02,693.05,08-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240305-02-1,INV-STU20240305-02,727.65,28-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240305-02-2,INV-STU20240305-02,1412.63,13-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240306-02-1,INV-STU20240306-02,213.06,01-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240306-02-2,INV-STU20240306-02,332.24,18-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240307-02-1,INV-STU20240307-02,3246.00,07-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240308-02-1,INV-STU20240308-02,151.77,17-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240309-01-1,INV-STU20240309-01,1094.60,04-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240309-02-1,INV-STU20240309-02,202.67,29-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240310-01-1,INV-STU20240310-01,2046.36,06-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240310-02-1,INV-STU20240310-02,2880.90,19-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240310-02-2,INV-STU20240310-02,566.37,27-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240311-02-1,INV-STU20240311-02,359.27,02-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240311-02-2,INV-STU20240311-02,778.21,03-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240312-01-1,INV-STU20240312-01,2652.75,28-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240312-02-1,INV-STU20240312-02,2614.99,28-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240313-01-1,INV-STU20240313-01,177.31,22-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240313-02-1,INV-STU20240313-02,2043.35,27-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240313-02-2,INV-STU20240313-02,1262.36,06-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240314-01-1,INV-STU20240314-01,1608.35,24-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240314-02-1,INV-STU20240314-02,1082.94,20-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240314-02-2,INV-STU20240314-02,2014.12,31-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240315-01-1,INV-STU20240315-01,1928.19,11-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240315-01-2,INV-STU20240315-01,350.07,07-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240315-02-1,INV-STU20240315-02,711.90,12-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240316-01-1,INV-STU20240316-01,1231.35,03-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240317-01-1,INV-STU20240317-01,1183.88,02-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240317-01-2,INV-STU20240317-01,125.92,19-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240317-02-1,INV-STU20240317-02,191.20,09-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240317-02-2,INV-STU20240317-02,520.43,31-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240318-02-1,INV-STU20240318-02,2989.68,04-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240319-01-1,INV-STU20240319-01,1267.15,26-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240319-01-2,INV-STU20240319-01,167.32,11-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240319-02-1,INV-STU20240319-02,1397.43,06-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240320-01-1,INV-STU20240320-01,2365.73,30-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240320-01-2,INV-STU20240320-01,132.72,09-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240320-02-1,INV-STU20240320-02,2205.16,08-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240321-02-1,INV-STU20240321-02,302.40,16-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240321-02-2,INV-STU20240321-02,2295.47,02-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240322-02-1,INV-STU20240322-02,1764.18,08-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240322-02-2,INV-STU20240322-02,125.27,15-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240323-01-1,INV-STU20240323-01,2798.28,01-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240324-01-1,INV-STU20240324-01,850.76,02-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240325-01-1,INV-STU20240325-01,2970.65,05-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240325-01-2,INV-STU20240325-01,34.48,31-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240326-02-1,INV-STU20240326-02,2470.05,20-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240327-02-1,INV-STU20240327-02,365.55,10-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240328-01-1,INV-STU20240328-01,753.16,04-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240329-02-1,INV-STU20240329-02,168.95,25-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240329-02-2,INV-STU20240329-02,2193.33,24-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240330-01-1,INV-STU20240330-01,701.55,28-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240331-01-1,INV-STU20240331-01,1992.51,02-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240331-01-2,INV-STU20240331-01,971.32,03-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240331-02-1,INV-STU20240331-02,2524.07,20-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240331-02-2,INV-STU20240331-02,291.78,24-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240332-02-1,INV-STU20240332-02,855.94,05-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240332-02-2,INV-STU20240332-02,321.83,02-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240333-02-1,INV-STU20240333-02,1871.74,13-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240333-02-2,INV-STU20240333-02,1145.19,02-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240334-01-1,INV-STU20240334-01,195.78,08-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240334-02-1,INV-STU20240334-02,655.52,03-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240334-02-2,INV-STU20240334-02,2676.82,28-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240335-01-1,INV-STU20240335-01,670.64,18-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240335-01-2,INV-STU20240335-01,1528.95,22-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240337-02-1,INV-STU20240337-02,555.97,28-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240337-02-2,INV-STU20240337-02,1872.91,14-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240338-02-1,INV-STU20240338-02,2399.15,22-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240339-01-1,INV-STU20240339-01,1920.13,01-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240339-01-2,INV-STU20240339-01,977.87,17-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240339-02-1,INV-STU20240339-02,749.79,05-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240339-02-2,INV-STU20240339-02,490.50,25-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240340-02-1,INV-STU20240340-02,2079.39,29-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240341-01-1,INV-STU20240341-01,1390.83,20-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240341-02-1,INV-STU20240341-02,1945.15,08-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240342-01-1,INV-STU20240342-01,962.49,14-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240342-01-2,INV-STU20240342-01,1870.91,10-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240342-02-1,INV-STU20240342-02,1481.21,21-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240343-01-1,INV-STU20240343-01,1704.27,28-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240344-01-1,INV-STU20240344-01,569.44,02-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240344-01-2,INV-STU20240344-01,2211.50,06-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240344-02-1,INV-STU20240344-02,1249.13,19-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240344-02-2,INV-STU20240344-02,1225.53,13-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240345-01-1,INV-STU20240345-01,2667.75,24-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240346-01-1,INV-STU20240346-01,2947.74,12-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240346-01-2,INV-STU20240346-01,67.98,13-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240346-02-1,INV-STU20240346-02,2663.66,16-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240346-02-2,INV-STU20240346-02,288.28,21-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240348-02-1,INV-STU20240348-02,2829.26,11-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240348-02-2,INV-STU20240348-02,118.62,09-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240349-01-1,INV-STU20240349-01,937.35,28-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240350-01-1,INV-STU20240350-01,1066.41,23-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240350-01-2,INV-STU20240350-01,1478.61,21-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240350-02-1,INV-STU20240350-02,2908.20,29-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240350-02-2,INV-STU20240350-02,385.67,10-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240351-02-1,INV-STU20240351-02,1525.68,18-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240351-02-2,INV-STU20240351-02,586.50,27-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240352-01-1,INV-STU20240352-01,2863.39,13-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240352-01-2,INV-STU20240352-01,101.56,05-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240352-02-1,INV-STU20240352-02,2011.71,03-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240352-02-2,INV-STU20240352-02,1252.29,15-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240353-01-1,INV-STU20240353-01,2502.04,29-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240353-01-2,INV-STU20240353-01,226.75,19-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240353-02-1,INV-STU20240353-02,258.98,13-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240354-02-1,INV-STU20240354-02,1312.37,03-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240354-02-2,INV-STU20240354-02,1709.45,22-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240355-02-1,INV-STU20240355-02,2426.58,07-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240356-01-1,INV-STU20240356-01,133.82,23-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240356-01-2,INV-STU20240356-01,931.30,03-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240357-01-1,INV-STU20240357-01,589.35,10-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240357-01-2,INV-STU20240357-01,1437.70,31-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240357-02-1,INV-STU20240357-02,2064.75,21-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240358-01-1,INV-STU20240358-01,655.18,30-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240358-01-2,INV-STU20240358-01,550.16,30-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240358-02-1,INV-STU20240358-02,1955.37,26-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240359-01-1,INV-STU20240359-01,1055.61,18-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240359-01-2,INV-STU20240359-01,1856.79,16-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240359-02-1,INV-STU20240359-02,2562.85,03-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240360-01-1,INV-STU20240360-01,639.62,30-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240361-01-1,INV-STU20240361-01,781.32,14-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240361-01-2,INV-STU20240361-01,1098.03,07-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240363-02-1,INV-STU20240363-02,1275.38,01-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240363-02-2,INV-STU20240363-02,517.76,25-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240364-01-1,INV-STU20240364-01,1477.06,12-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240364-02-1,INV-STU20240364-02,347.13,03-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240365-02-1,INV-STU20240365-02,3427.62,25-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240367-01-1,INV-STU20240367-01,1824.06,29-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240367-02-1,INV-STU20240367-02,2241.28,02-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240367-02-2,INV-STU20240367-02,388.55,06-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240368-01-1,INV-STU20240368-01,560.51,05-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240368-02-1,INV-STU20240368-02,3157.59,09-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240369-01-1,INV-STU20240369-01,2716.17,04-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240369-02-1,INV-STU20240369-02,2881.57,28-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240370-01-1,INV-STU20240370-01,373.53,29-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240370-02-1,INV-STU20240370-02,1831.86,03-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240371-01-1,INV-STU20240371-01,241.04,16-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240371-02-1,INV-STU20240371-02,761.64,14-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240371-02-2,INV-STU20240371-02,983.30,16-10-2025,CASH,Auto-generated payment
